Question,Answer
The area of a rectangle is calculated by ______.,Length × Breadth
The perimeter of a rectangle is calculated by ______.,2 × (Length + Breadth)
The area of a square is calculated by ______.,Side × Side
The perimeter of a square is calculated by ______.,4 × Side
The perimeter of a triangle is calculated by ______.,Sum of all three sides
The area of a triangle is calculated by ______.,1/2 × Base × Height
The area of a parallelogram is calculated by ______.,Base × Height
The perimeter of a parallelogram is calculated by ______.,2 × (Base + Side)
The perimeter of a circle is also called ______.,Circumference
The circumference of a circle is calculated by ______.,2 × π × Radius
The area of a circle is calculated by ______.,π × Radius × Radius
The area of a square with side 5 cm is ______ cm².,25
The perimeter of a square with side 6 cm is ______ cm.,24
The area of a rectangle with length 8 cm and breadth 5 cm is ______ cm².,40
The perimeter of a rectangle with length 7 cm and breadth 4 cm is ______ cm.,22
The area of a triangle with base 10 cm and height 6 cm is ______ cm².,30
The perimeter of a triangle with sides 5 cm, 6 cm, and 7 cm is ______ cm.,18
The area of a parallelogram with base 12 cm and height 5 cm is ______ cm².,60
The perimeter of a parallelogram with base 10 cm and side 6 cm is ______ cm.,32
The radius of a circle is half of its ______.,Diameter
The diameter of a circle is twice its ______.,Radius
The circumference of a circle with radius 7 cm is ______ cm.,44 (approx)
The area of a circle with radius 3 cm is ______ cm².,28.26 (approx)
The area of a circle with diameter 10 cm is ______ cm².,78.5 (approx)
The perimeter of a semicircle with radius r is ______.,πr + 2r
The area of a semicircle with radius r is ______.,1/2 × π × r²
The volume of a cube is calculated by ______.,Side³
The surface area of a cube is calculated by ______.,6 × Side²
The volume of a cuboid is calculated by ______.,Length × Breadth × Height
The surface area of a cuboid is calculated by ______.,2 × (L×B + B×H + H×L)
The volume of a cylinder is calculated by ______.,π × r² × Height
The curved surface area of a cylinder is calculated by ______.,2 × π × r × Height
The total surface area of a cylinder is calculated by ______.,2 × π × r × (r + h)
The volume of a sphere is calculated by ______.,4/3 × π × r³
The surface area of a sphere is calculated by ______.,4 × π × r²
The volume of a cone is calculated by ______.,1/3 × π × r² × h
The curved surface area of a cone is calculated by ______.,π × r × l
The total surface area of a cone is calculated by ______.,π × r × (r + l)
The slant height of a cone is represented by ______.,l
The base radius of a cone is represented by ______.,r
The height of a cone is represented by ______.,h
The volume of a cube with side 4 cm is ______ cm³.,64
The surface area of a cube with side 3 cm is ______ cm².,54
The volume of a cuboid with length 5 cm, breadth 4 cm, height 3 cm is ______ cm³.,60
The surface area of a cuboid with length 6 cm, breadth 4 cm, height 3 cm is ______ cm².,148
The volume of a cylinder with radius 7 cm and height 10 cm is ______ cm³.,1540 (approx)
The curved surface area of a cylinder with radius 5 cm and height 12 cm is ______ cm².,376.8 (approx)
The total surface area of a sphere with radius 7 cm is ______ cm².,615.44 (approx)
The volume of a cone with radius 3 cm and height 4 cm is ______ cm³.,37.68 (approx)
The total surface area of a cone with radius 3 cm and slant height 5 cm is ______ cm².,75.36 (approx)
The curved surface area of a cone with radius 6 cm and slant height 10 cm is ______ cm².,188.4 (approx)
