Question,Answer
The perimeter of a rectangle is given by the formula __.,2(length + breadth)
The area of a rectangle is given by the formula __.,length × breadth
The perimeter of a square is __.,4 × side
The area of a square is __.,side × side
The perimeter of a triangle is __.,sum of all three sides
The area of a triangle is __.,1/2 × base × height
The area of a parallelogram is __.,base × height
The area of a trapezium is __.,1/2 × (sum of parallel sides) × height
The perimeter of a circle is also called __.,circumference
The circumference of a circle is __.,2πr
The area of a circle is __.,πr²
The radius of a circle is half of its __.,diameter
The diameter of a circle is twice the __.,radius
The curved surface area of a cylinder is __.,2πrh
The total surface area of a cylinder is __.,2πr(h + r)
The volume of a cube is __.,side³
The surface area of a cube is __.,6 × side²
The volume of a cuboid is __.,length × breadth × height
The surface area of a cuboid is __.,2(lb + bh + hl)
The volume of a cylinder is __.,πr²h
The total surface area of a cylinder includes __ and __.,curved surface,2 circular ends
The volume of a cone is __.,1/3 × πr²h
The curved surface area of a cone is __.,πrl
The total surface area of a cone is __.,πr(l + r)
The slant height of a cone is denoted by __.,l
The perimeter of a semicircle is __.,πr + 2r
The area of a semicircle is __.,1/2 × πr²
The perimeter of a rectangle with length 8 cm and breadth 5 cm is __.,26 cm
The area of a rectangle with length 8 cm and breadth 5 cm is __.,40 cm²
The perimeter of a square with side 6 cm is __.,24 cm
The area of a square with side 6 cm is __.,36 cm²
The circumference of a circle with radius 7 cm is __.,44 cm (approx)
The area of a circle with radius 7 cm is __.,154 cm² (approx)
The volume of a cube with side 4 cm is __.,64 cm³
The surface area of a cube with side 4 cm is __.,96 cm²
The volume of a cuboid with l=5, b=3, h=2 cm is __.,30 cm³
The surface area of a cuboid with l=5, b=3, h=2 cm is __.,62 cm²
The volume of a cylinder with radius 3 cm and height 7 cm is __.,197.82 cm³ (approx)
The curved surface area of the same cylinder is __.,131.88 cm² (approx)
The total surface area of the cylinder is __.,197.82 cm² (approx)
The volume of a cone with radius 3 cm and height 6 cm is __.,56.52 cm³ (approx)
The curved surface area of the cone is __.,28.27 cm² (approx)
The total surface area of the cone is __.,37.68 cm² (approx)
The slant height of a cone with radius 3 cm and height 4 cm is __.,5 cm
The perimeter of a semicircle with radius 7 cm is __.,21 cm + 14 cm = 35 cm (approx)
The area of a semicircle with radius 7 cm is __.,76.96 cm² (approx)
The volume of a cube with side 10 cm is __.,1000 cm³
The surface area of a cube with side 10 cm is __.,600 cm²
The volume of a cuboid with l=10, b=5, h=2 cm is __.,100 cm³
The surface area of a cuboid with l=10, b=5, h=2 cm is __.,170 cm²
