Question,Answer
A letter or symbol used to represent a number is called a ______.,Variable
The fixed number in an algebraic expression is called a ______.,Constant
In the expression 5x + 3, 5 is called the ______.,Coefficient
In 7y – 2, the constant is ______.,2
In 3a + 4b, the variables are ______.,a and b
The expression 4x + 5y – 6 is called an ______.,Algebraic expression
Terms separated by plus or minus signs are called ______.,Terms
The sum of like terms is ______.,A single term with the same variable
The terms 3x and 7x are called ______.,Like terms
The terms 4x and 3y are called ______.,Unlike terms
The value of an expression when a variable is replaced by a number is called its ______.,Numerical value
In 2x + 5, if x = 3, the numerical value is ______.,11
Simplifying 3x + 5x gives ______.,8x
Simplifying 7y – 2y + 5 gives ______.,5y + 5
The product of 3 and x is written as ______.,3x
The sum of 2a + 3a is ______.,5a
The difference of 7x – 3x is ______.,4x
The expression 5x + 3y has ______ terms.,2
The coefficient of y in 4x + 9y is ______.,9
The constant term in 3a + 4b + 7 is ______.,7
The sum of 2x + 3y + x + 5y is ______.,3x + 8y
The difference of 5a + 3b – 2a – b is ______.,3a + 2b
The product of 2x × 3y is ______.,6xy
The product of 4a × 5a is ______.,20a²
The expression 3(x + 2) simplifies to ______.,3x + 6
The expression 5(y – 3) simplifies to ______.,5y – 15
In the expression 2x + 3x + 5, the like terms are ______.,2x and 3x
The sum of 2x + 5 and 3x + 4 is ______.,5x + 9
The difference of 7x + 3y and 2x + y is ______.,5x + 2y
The variable in 8x – 3 is ______.,x
The coefficient in 6y + 4 is ______.,6
The constant in 7a – 5 is ______.,5
An expression with one term is called a ______.,Monomial
An expression with two terms is called a ______.,Binomial
An expression with three terms is called a ______.,Trinomial
The numerical value of 3x + 5y when x = 2, y = 1 is ______.,11
The expression 4(x + y) expands to ______.,4x + 4y
The expression 3(2x – 5) expands to ______.,6x – 15
The expression (x + 2)(x + 3) expands to ______.,x² + 5x + 6
The expression 2(x + 5) – 3(x – 2) simplifies to ______.,-x + 16
The sum of 3a + 4b and 5a + 2b is ______.,8a + 6b
The difference of 7x + 5y and 3x + 2y is ______.,4x + 3y
The coefficient of x in 9x + 7y – 3 is ______.,9
The constant term in 5x + 7y + 4 is ______.,4
The variable in 6x² + 3x + 2 is ______.,x
The square of x is written as ______.,x²
The cube of y is written as ______.,y³
The sum of 2x + 3x² + 4x + 5 is ______.,5x + 3x² + 5
The expression 3x – 2x + 7 simplifies to ______.,x + 7
The product of x × x × x × x is written as ______.,x⁴
