Question,Answer
The successor of -5 is __.,-4
The predecessor of -10 is __.,-11
The sum of -7 and 5 is __.,-2
The sum of -8 and -6 is __.,-14
The difference of 7 and -3 is __.,10
The difference of -5 and 9 is __.,-14
The product of -4 and 6 is __.,-24
The product of -7 and -3 is __.,21
The quotient of -18 divided by 3 is __.,-6
The quotient of 24 divided by -4 is __.,-6
The sum of three integers -3, 5, and -2 is __.,0
The difference between -8 and -3 is __.,-5
The product of 0 and -7 is __.,0
The product of -12 and 0 is __.,0
The sum of -15, 10, and 7 is __.,2
The product of -5, -2, and 3 is __.,30
The quotient of -36 by -6 is __.,6
The quotient of -42 by 7 is __.,-6
The sum of -8 and 8 is __.,0
The predecessor of 0 is __.,-1
The successor of 0 is __.,1
The sum of -9, -6, and 15 is __.,0
The difference of -4 and -9 is __.,5
The difference of 7 and 12 is __.,-5
The product of -3 and 7 is __.,-21
The product of -9 and -5 is __.,45
The quotient of 45 divided by -9 is __.,-5
The quotient of -81 divided by -9 is __.,9
The sum of -20 and 15 is __.,-5
The sum of -11 and -14 is __.,-25
The difference of -7 and 5 is __.,-12
The difference of 8 and -3 is __.,11
The product of 6 and -4 is __.,-24
The product of -7 and -8 is __.,56
The quotient of -72 by 8 is __.,-9
The quotient of -56 by -7 is __.,8
The sum of -3, -6, -9, and 18 is __.,0
The sum of -12, 7, 5, and -4 is __.,-4
The predecessor of -1 is __.,-2
The successor of -1 is __.,0
The difference of -10 and -5 is __.,-5
The difference of 6 and -8 is __.,14
The product of -3, 4, and -2 is __.,24
The product of -2, -5, and -6 is __.,60
The quotient of -90 divided by -10 is __.,9
The quotient of -100 divided by 25 is __.,-4
The sum of -25, 10, and 15 is __.,0
The difference of -18 and 7 is __.,-25
The product of -6, 3, and -2 is __.,36
The quotient of -64 by -8 is __.,8
The sum of -14 and 9 is __.,-5
The predecessor of -15 is __.,-16
The successor of -15 is __.,-14
The difference between -20 and -30 is __.,10
The quotient of -48 by 6 is __.,-8
