Question,Answer
The integer before 0 is ___.,-1
The integer after 0 is ___.,1
The smallest positive integer is ___. ,1
The largest negative integer less than -1 is ___.,-2
Zero is neither ___ nor negative.,positive
The sum of 5 and -3 is ___. ,2
The sum of -7 and 4 is ___. ,-3
The difference of 6 and 9 is ___. ,-3
The difference of -5 and -2 is ___. ,-3
The sum of -8 and -2 is ___. ,-10
The sum of 0 and 7 is ___. ,7
The sum of 0 and -6 is ___. ,-6
The opposite of 7 is ___. ,-7
The opposite of -9 is ___. ,9
The sum of -4 and 4 is ___. ,0
The sum of 3 and -3 is ___. ,0
The difference of -3 and 3 is ___. ,-6
The difference of 4 and -5 is ___. ,9
The product of 3 and -2 is ___. ,-6
The product of -4 and -5 is ___. ,20
The product of 0 and 7 is ___. ,0
The quotient of 12 divided by -3 is ___. ,-4
The quotient of -15 divided by -5 is ___. ,3
The sum of 10 and -7 is ___. ,3
The difference of -8 and -2 is ___. ,-6
The product of 6 and -3 is ___. ,-18
The product of -7 and -2 is ___. ,14
The sum of -12 and 5 is ___. ,-7
The difference of 9 and -4 is ___. ,13
The opposite of 0 is ___. ,0
The sum of -10 and 10 is ___. ,0
The sum of -6 and -9 is ___. ,-15
The difference of -3 and 7 is ___. ,-10
The product of -3 and 5 is ___. ,-15
The product of 4 and -8 is ___. ,-32
The product of -6 and -9 is ___. ,54
The sum of 7 and -12 is ___. ,-5
The difference of -14 and -6 is ___. ,-8
The quotient of 20 divided by -4 is ___. ,-5
The quotient of -24 divided by 6 is ___. ,-4
The quotient of -18 divided by -3 is ___. ,6
The sum of -2, -3, and 5 is ___. ,0
The sum of -5, -6, and -4 is ___. ,-15
The difference of -7, 2, and -3 is ___. ,-6
The product of -2, 3, and -4 is ___. ,24
The sum of -8, 0, and 3 is ___. ,-5
The sum of 0, -9, and 7 is ___. ,-2
The difference of 10, -5, and 3 is ___. ,12
The product of -3, -3, and -2 is ___. ,-18
The sum of 6, -4, and -2 is ___. ,0
The difference of -5, -5, and 5 is ___. ,-5
The sum of 8, -3, and -4 is ___. ,1
The quotient of -36 divided by -6 is ___. ,6
