Question,Answer
The decimal point separates the __ and __ parts of a number.,Whole,Fractional
In 4.5, 4 is the __ part.,Whole
In 4.5, 5 is the __ part.,Fractional
The place value of 5 in 4.5 is __.,Tenth
The place value of 7 in 0.7 is __.,Tenth
0.1 + 0.2 = __.,0.3
0.5 + 0.3 = __.,0.8
1.2 + 2.3 = __.,3.5
2.5 – 1.2 = __.,1.3
3.6 – 2.1 = __.,1.5
0.4 × 2 = __.,0.8
0.5 × 4 = __.,2
1.2 × 3 = __.,3.6
0.6 ÷ 2 = __.,0.3
0.8 ÷ 4 = __.,0.2
The decimal equivalent of 1/2 is __.,0.5
The decimal equivalent of 3/4 is __.,0.75
The decimal equivalent of 7/10 is __.,0.7
The decimal equivalent of 9/100 is __.,0.09
The number 0.25 has __ tens.,0
The number 0.25 has __ ones.,0
The number 0.25 has __ tenths.,2
The number 0.25 has __ hundredths.,5
0.1 + 0.01 = __.,0.11
0.5 – 0.2 = __.,0.3
0.75 + 0.25 = __.,1
0.6 + 0.3 = __.,0.9
0.8 – 0.5 = __.,0.3
0.3 × 2 = __.,0.6
0.4 × 5 = __.,2
0.9 ÷ 3 = __.,0.3
0.8 ÷ 4 = __.,0.2
1.5 + 2.5 = __.,4
2.3 – 1.1 = __.,1.2
0.7 × 3 = __.,2.1
0.9 ÷ 3 = __.,0.3
The place value of 2 in 0.02 is __.,Hundredth
The place value of 3 in 1.3 is __.,Tenth
The place value of 5 in 0.05 is __.,Hundredth
The decimal equivalent of 5/10 is __.,0.5
The decimal equivalent of 1/4 is __.,0.25
The decimal equivalent of 3/5 is __.,0.6
The decimal equivalent of 7/100 is __.,0.07
The decimal equivalent of 9/10 is __.,0.9
0.12 + 0.13 = __.,0.25
0.5 – 0.25 = __.,0.25
0.3 × 4 = __.,1.2
0.8 ÷ 2 = __.,0.4
1.2 + 0.8 = __.,2
2.5 – 0.5 = __.,2
