Question,Answer
The smallest prime number is ___.,2
The smallest composite number is ___.,4
1 is neither ___ nor ___.,prime, composite
A number having only two factors is called a ___.,prime number
A number having more than two factors is called a ___.,composite number
The factors of 6 are ___.,1, 2, 3, 6
The HCF of 2 and 4 is ___.,2
The LCM of 3 and 6 is ___.,6
2 is the only ___ prime number.,even
All even numbers greater than 2 are ___ numbers.,composite
The prime numbers between 1 and 10 are ___.,2, 3, 5, 7
The smallest odd prime number is ___.,3
The number 1 has ___ factor(s).,1
The number 0 has ___ factors.,infinitely many
The sum of two even numbers is always ___.,even
The sum of two odd numbers is always ___.,even
The sum of an even and an odd number is ___.,odd
The product of two even numbers is ___.,even
The product of two odd numbers is ___.,odd
The product of an even and an odd number is ___.,even
The LCM of two co-prime numbers is their ___.,product
The HCF of two co-prime numbers is ___.,1
Two numbers having HCF 1 are called ___.,co-prime
The number 9 is a ___ number.,composite
The number 7 is a ___ number.,prime
The factors of 10 are ___.,1, 2, 5, 10
The LCM of 4 and 5 is ___.,20
The HCF of 8 and 12 is ___.,4
The number 15 is divisible by ___.,3, 5
A number divisible by 2 is an ___ number.,even
A number divisible by 5 ends in ___.,0 or 5
A number divisible by 10 ends in ___.,0
The divisibility rule for 3 depends on the ___ of digits.,sum
The divisibility rule for 9 depends on the ___ of digits.,sum
The number 1 is ___ a prime number.,not
Every composite number can be written as a product of ___.,prime numbers
The prime factorization of 12 is ___.,2 × 2 × 3
The prime factorization of 18 is ___.,2 × 3 × 3
The LCM of 2, 3 and 4 is ___.,12
The HCF of 6 and 9 is ___.,3
The number 2 has ___ factors.,2
The number 5 has ___ factors.,2
The number 8 has ___ factors.,4
The smallest composite number is ___.,4
The smallest prime number is ___.,2
All prime numbers greater than 2 are ___.,odd
A number divisible by 4 depends on the last ___ digits.,two
The number 11 is a ___ number.,prime
