Question,Answer
A figure that can be folded into two identical halves has ______.,Line of symmetry
A figure with one line of symmetry is called ______.,Symmetrical
A square has ______ lines of symmetry.,4
A rectangle has ______ lines of symmetry.,2
A circle has ______ lines of symmetry.,Infinite
An equilateral triangle has ______ lines of symmetry.,3
An isosceles triangle has ______ line of symmetry.,1
A scalene triangle has ______ lines of symmetry.,0
A regular pentagon has ______ lines of symmetry.,5
A regular hexagon has ______ lines of symmetry.,6
A regular polygon with n sides has ______ lines of symmetry.,n
The line that divides a figure into two mirror halves is called the ______.,Line of symmetry
The two halves formed by a line of symmetry are ______ images.,Mirror
If a figure has no line of symmetry, it is called ______.,Asymmetrical
A rectangle is symmetrical about its ______.,Length and breadth
A square is symmetrical about its ______.,Diagonals and medians
The line of symmetry divides a figure into ______ parts.,Two equal
The image formed after reflection is called the ______.,Mirror image
Reflection shows ______ symmetry.,Line
A heart shape usually has ______ line of symmetry.,One
The letter A has ______ line(s) of symmetry.,1
The letter H has ______ lines of symmetry.,2
The letter X has ______ lines of symmetry.,2
The letter O has ______ lines of symmetry.,Infinite
The letter M has ______ line(s) of symmetry.,1
The letter N has ______ lines of symmetry.,0
The letter T has ______ line(s) of symmetry.,1
The letter Z has ______ lines of symmetry.,0
A regular triangle is also called ______ triangle.,Equilateral
The number of lines of symmetry of a regular polygon is equal to the number of its ______.,Sides
A figure symmetrical about a vertical line shows ______ symmetry.,Vertical
A figure symmetrical about a horizontal line shows ______ symmetry.,Horizontal
A kite has ______ line(s) of symmetry.,1
A rhombus has ______ lines of symmetry.,2
A parallelogram has ______ lines of symmetry.,0
A trapezium (general) has ______ lines of symmetry.,0
An isosceles trapezium has ______ line(s) of symmetry.,1
The face of a person usually shows ______ symmetry.,Approximate
The wings of a butterfly show ______ symmetry.,Bilateral
The Taj Mahal shows ______ symmetry.,Bilateral
The pattern on rangoli often shows ______ symmetry.,Rotational
The order of rotational symmetry of a square is ______.,4
The order of rotational symmetry of an equilateral triangle is ______.,3
The order of rotational symmetry of a rectangle is ______.,2
The order of rotational symmetry of a circle is ______.,Infinite
A shape that looks the same after rotation is said to have ______ symmetry.,Rotational
A shape that matches after folding has ______ symmetry.,Line
The number of times a figure fits onto itself in a full turn is called ______.,Order of rotational symmetry
A regular hexagon has rotational symmetry of order ______.,6
A regular pentagon has rotational symmetry of order ______.,5
A semicircle has ______ line(s) of symmetry.,1
A leaf often shows ______ symmetry.,Bilateral
