Question,Answer
A polygon is a closed figure made up of __ line segments.,straight
A triangle has __ sides.,3
A quadrilateral has __ sides.,4
A pentagon has __ sides.,5
A hexagon has __ sides.,6
A heptagon has __ sides.,7
An octagon has __ sides.,8
A regular polygon has all sides __ and all angles __.,equal,equal
An irregular polygon has sides or angles __.,unequal
A concave polygon has at least one interior angle __ 180°.,greater than
A convex polygon has all interior angles __ 180°.,less than
A diagonal of a polygon joins __ vertices.,non-adjacent
The sum of interior angles of an n-sided polygon is __.,(n-2)×180
The sum of exterior angles of a polygon is always __.,360
A line segment joining two vertices of a polygon that are not adjacent is called __.,diagonal
A square has __ sides equal.,all
A rectangle has opposite sides __.,equal
The diagonals of a rectangle are __.,equal
The diagonals of a square are __ and __ each other at 90°.,equal,bisect
A rhombus has __ sides equal.,all
The diagonals of a rhombus __ each other at right angles.,bisect
A trapezium has __ pair of parallel sides.,one
A parallelogram has __ sides opposite sides parallel.,all
The sum of angles in a triangle is __ degrees.,180
A right triangle has one angle equal to __ degrees.,90
An acute triangle has all angles __ 90°,less than
An obtuse triangle has one angle __ 90°,greater than
The hypotenuse is the side opposite to the __ angle in a right triangle.,right
A circle is a set of points __ from a fixed point called the __.,equidistant,center
The distance from the center to any point on a circle is called __.,radius
A line passing through the center joining two points on the circle is called __.,diameter
A line segment joining two points on a circle is called __.,chord
A line touching a circle at exactly one point is called __.,tangent
The angle formed at the intersection of two lines is called __.,vertex
Angles whose sum is 90° are called __ angles.,complementary
Angles whose sum is 180° are called __ angles.,supplementary
Angles opposite each other when two lines intersect are called __ angles.,vertically opposite
Angles that have a common vertex and side but do not overlap are called __ angles.,adjacent
The perpendicular drawn from a point to a line gives the __ distance.,shortest
A ray has __ endpoint(s).,one
A line has __ endpoints.,none
A line segment has __ endpoints.,two
A plane is a __ dimensional surface.,two
A solid figure has __ dimensions.,three
The sum of all sides of a polygon is called its __.,perimeter
The circumference of a circle is equal to __.,2πr
The area of a triangle is __.,1/2 × base × height
The side joining the midpoints of two sides of a triangle is __ to the third side.,parallel
The line that divides an angle into two equal parts is called __.,angle bisector
