Question,Answer
A point has __ dimensions.,0
A line has __ dimension.,1
A plane has __ dimensions.,2
Two lines that meet at a point are called __ lines.,intersecting
Two lines that never meet are called __ lines.,parallel
A line segment has __ end points.,2
A ray has __ starting point and __ direction(s).,1,1
The distance between two points is called the __.,length
A polygon has at least __ sides.,3
A triangle has __ sides.,3
A quadrilateral has __ sides.,4
A pentagon has __ sides.,5
A hexagon has __ sides.,6
A heptagon has __ sides.,7
An octagon has __ sides.,8
A circle is defined as a set of points equidistant from a __.,center
The distance from the center to any point on a circle is the __.,radius
A line passing through the center of a circle and touching two points on the circle is called __.,diameter
Two diameters of a circle can __.,intersect
The diameter of a circle is __ times the radius.,2
The angle formed at a point is called __.,vertex
Two angles whose sum is 90° are called __ angles.,complementary
Two angles whose sum is 180° are called __ angles.,supplementary
A right angle measures __ degrees.,90
A straight angle measures __ degrees.,180
An acute angle measures __ degrees.,less than 90
An obtuse angle measures __ degrees.,greater than 90
A reflex angle measures __ degrees.,greater than 180
The sum of angles in a triangle is __ degrees.,180
A right-angled triangle has __ right angle(s).,1
The sum of angles in a quadrilateral is __ degrees.,360
A diagonal of a polygon joins __ vertices.,non-adjacent
A regular polygon has all sides __ and all angles __.,equal,equal
An irregular polygon has sides or angles __.,unequal
A line that divides an angle into two equal parts is called __.,angle bisector
The perpendicular drawn from a point to a line is the __.,shortest distance
Two lines perpendicular to each other form a __ angle.,right
A triangle with all sides equal is called __ triangle.,equilateral
A triangle with two equal sides is called __ triangle.,isosceles
A triangle with all sides unequal is called __ triangle.,scalene
A triangle with one angle greater than 90° is called __ triangle.,obtuse
A triangle with one angle equal to 90° is called __ triangle.,right-angled
A triangle with all angles less than 90° is called __ triangle.,acute
The side opposite the right angle in a right triangle is called __.,hypotenuse
The sum of lengths of any two sides of a triangle is __ than the third side.,greater
A circle with radius r has circumference equal to __.,2πr
The area of a triangle is 1/2 × base × __.,height
The sum of all sides of a polygon is called its __.,perimeter
The line joining the midpoints of two sides of a triangle is parallel to the __ side.,third
