Question,Answer
The decimal point separates the __ and __ parts of a number.,whole,fractional
In 12.345, 12 is the __ part.,whole
In 12.345, 345 is the __ part.,fractional
0.5 is equal to the fraction __.,1/2
0.25 is equal to the fraction __.,1/4
0.75 is equal to the fraction __.,3/4
To convert a fraction to decimal, divide __ by __.,numerator,denominator
0.3 repeating is written as __.,0.\overline{3}
The place value of 5 in 12.345 is __.,0.005
The place value of 4 in 12.345 is __.,0.04
0.6 + 0.35 = __.,0.95
0.9 - 0.45 = __.,0.45
0.25 × 0.4 = __.,0.1
0.6 ÷ 0.2 = __.,3
The decimal 0.125 is equivalent to the fraction __.,1/8
The decimal 0.2 is equivalent to the fraction __.,1/5
The decimal 0.75 is equivalent to the fraction __.,3/4
A decimal greater than 1 has __ in the whole part.,non-zero
To compare decimals, first compare the __ parts.,whole
If whole parts are equal, compare the __ parts.,fractional
0.5 = 0.50 is __.,True
0.75 > 0.7 is __.,True
0.34 < 0.345 is __.,True
The sum of 0.45 and 0.55 is __.,1
The difference between 0.8 and 0.25 is __.,0.55
The product of 0.6 and 0.5 is __.,0.3
The quotient of 0.81 ÷ 0.9 is __.,0.9
0.125 + 0.375 = __.,0.5
0.9 − 0.65 = __.,0.25
The decimal 0.333 repeating is written as __.,0.\overline{3}
The fraction 7/10 as decimal is __.,0.7
The fraction 23/100 as decimal is __.,0.23
The fraction 9/20 as decimal is __.,0.45
0.06 × 0.5 = __.,0.03
0.36 ÷ 0.6 = __.,0.6
The sum of 0.12, 0.25 and 0.63 is __.,1
The difference of 0.9 and 0.375 is __.,0.525
0.4 × 0.75 = __.,0.3
0.56 ÷ 0.7 = __.,0.8
The decimal 0.009 has __ thousandths.,9
The decimal 0.0075 has __ ten-thousandths.,75
0.1234 rounded to two decimal places is __.,0.12
0.876 rounded to one decimal place is __.,0.9
0.499 rounded to nearest whole number is __.,0
0.501 rounded to nearest whole number is __.,1
0.345 − 0.12 = __.,0.225
0.75 ÷ 0.25 = __.,3
0.6 + 0.25 + 0.15 = __.,1
0.05 × 0.2 = __.,0.01
The decimal 0.875 as fraction in simplest form is __.,7/8
The decimal 1.25 as mixed number is __.,1 1/4
The decimal 0.625 as fraction is __.,5/8
