Question,Answer
Algebra uses __ to represent numbers.,Letters
In the expression 3x + 5, __ is the variable.,x
In the expression 3x + 5, __ is the coefficient.,3
In the expression 3x + 5, __ is the constant.,5
An algebraic expression has __ and constants.,Variables
A term in algebra is separated by __ or __.,Plus, Minus
The sum of 2x + 3x = __.,5x
The difference of 7y – 2y = __.,5y
Simplify: 5a + 2a – a = __.,6a
Simplify: 3x + 4y + 2x + y = __.,5x + 5y
The coefficient of y in 4y + 3x = __.,4
The constant term in 3x + 7 = __.,7
The product of a constant and a variable is called __.,Monomial
The sum of two monomials is called __.,Binomial
The sum of three monomials is called __.,Trinomial
The product of 2x × 3 = __.,6x
The product of 3x × 2y = __.,6xy
The product of 2a × 5a = __.,10a²
Simplify: 2x + 3y + x + 2y = __.,3x + 5y
The sum of like terms 4x + 6x = __.,10x
The difference of like terms 9y – 4y = __.,5y
The variable in an algebraic expression can take __ values.,Different
The coefficient of x in 5x + 3y = __.,5
The coefficient of y in 7x + 4y = __.,4
The constant term in 8x + 5 = __.,5
Simplify: 3a + 2b + a + 4b = __.,4a + 6b
Simplify: 2x + 3y + 4x + 2y = __.,6x + 5y
The sum of 2x + 3x + 4x = __.,9x
The difference of 10y – 3y – 2y = __.,5y
The product of 4x × 5 = __.,20x
The product of 3x × 2y × 4 = __.,24xy
Simplify: x + 2x + 3x = __.,6x
Simplify: 2a + 3b + 4a + b = __.,6a + 4b
The variable in 7p + 4q = __.,p and q
The coefficient of 2x – 3y = __.,2 and –3
The constant term in 8x + 3y + 7 = __.,7
Simplify: 5m + 3n – 2m + n = __.,3m + 4n
The product of 2x × y × 3 = __.,6xy
The sum of 3x + 4y + 2x + 5y = __.,5x + 9y
Simplify: 7a + 2b – 3a + 4b = __.,4a + 6b
The product of x × y × z = __.,xyz
Simplify: 3p + 2q + p + 4q = __.,4p + 6q
The coefficient of y in 5x + 7y = __.,7
The sum of 2x + 3y + x + y = __.,3x + 4y
Simplify: 5a + 3b – a + 2b = __.,4a + 5b
A monomial has __ term.,One
A binomial has __ terms.,Two
A trinomial has __ terms.,Three
