Question,Answer
The instrument used to draw circles is called a ______.,Compass
The instrument used to draw straight lines is called a ______.,Ruler
The sharp pointed leg of a compass is called the ______.,Needle
The pencil leg of a compass is used to draw ______.,Arcs or circles
The distance between the needle point and pencil point is called the ______.,Radius
A line drawn using a ruler is a ______ line.,Straight
The angle measuring tool is called a ______.,Protractor
A protractor measures angles in ______.,Degrees
The vertex of an angle is the point where two ______ meet.,Rays
The two sides of an angle are called ______.,Arms
To draw a perpendicular bisector, we first draw a ______.,Line segment
The midpoint of a line segment divides it into ______ equal parts.,Two
The perpendicular bisector is ______ to the line segment.,Perpendicular
To draw a perpendicular, we use a ______.,Compass and ruler
The construction of an angle starts from a ______.,Ray
The starting point of a ray is called the ______.,Endpoint
To draw a circle, we need a center and a ______.,Radius
The diameter of a circle is ______ times the radius.,Two
To copy a line segment, we use a ______.,Compass
To copy an angle, we use a ______.,Compass and ruler
A construction that divides a line segment into two equal parts is called ______.,Perpendicular bisector
A construction that divides an angle into two equal parts is called ______.,Angle bisector
The arc drawn from a compass is part of a ______.,Circle
Two arcs intersecting are used to find a ______.,Point of intersection
The intersection of arcs helps in constructing a ______.,Bisector
The base line used in constructions is usually drawn with a ______.,Ruler
A right angle measures ______ degrees.,90
A straight angle measures ______ degrees.,180
An acute angle measures ______ than 90 degrees.,Less
An obtuse angle measures ______ than 90 but less than 180 degrees.,More
To construct a 60° angle, we can use ______.,Equilateral triangle method
The construction of 90° angle requires drawing a ______.,Perpendicular
The construction of 120° angle can be done by ______.,Two arcs from 60°
The tool used to mark measurements is called a ______.,Ruler
In constructions, points are usually marked with ______.,Capital letters
The line joining two points is called a ______.,Line segment
The center of a circle is marked by a ______.,Point
The opening of the compass controls the ______ of the circle.,Radius
When copying a length, the compass opening must remain ______.,Same
A rough diagram drawn before construction is called a ______.,Sketch
Accurate drawing in geometry is called ______.,Construction
A ray extends infinitely in ______ direction.,One
Two rays with a common endpoint form an ______.,Angle
The point where two lines cross is called ______.,Intersection
To draw parallel lines, we can use a ______.,Ruler and set square
A set square helps in drawing ______ lines.,Perpendicular
To draw equal angles, we use the ______ method.,Copying
The measure of angle is taken at the ______ of the protractor.,Center
The zero line of the protractor is used as the ______.,Baseline
The compass should be held ______ while drawing arcs.,Steady
