Question,Answer
A point has ___ dimension.,Zero
A line has ___ dimension.,One
A plane has ___ dimension.,Two
A line segment has ___ endpoints.,Two
A ray has ___ endpoint.,One
Two lines that meet at a point are called ___ lines.,Intersecting
Two lines that never meet are called ___ lines.,Parallel
A closed figure made of line segments is called a ___.,Polygon
The shortest distance between two points is a ___.,Line segment
The space around a point is called ___.,Plane
A triangle has ___ sides.,Three
A quadrilateral has ___ sides.,Four
A pentagon has ___ sides.,Five
A hexagon has ___ sides.,Six
A heptagon has ___ sides.,Seven
An octagon has ___ sides.,Eight
A circle is a ___ figure.,Closed curved
The distance around a circle is called its ___.,Circumference
The distance across a circle through the centre is the ___.,Diameter
Half of the diameter of a circle is called ___.,Radius
The point at the centre of a circle is called the ___.,Centre
A line drawn from the centre to the circumference is called ___.,Radius
A line touching a circle at only one point is called a ___.,Tangent
A polygon with all sides equal and all angles equal is called a ___.,Regular polygon
A polygon with unequal sides or angles is called an ___.,Irregular polygon
The sum of angles in a triangle is ___ degrees.,180
The sum of angles in a quadrilateral is ___ degrees.,360
A triangle with all sides equal is called ___.,Equilateral triangle
A triangle with two sides equal is called ___.,Isosceles triangle
A triangle with no sides equal is called ___.,Scalene triangle
A triangle with one right angle is called ___.,Right-angled triangle
A triangle with all angles less than 90 degrees is called ___.,Acute triangle
A triangle with one angle greater than 90 degrees is called ___.,Obtuse triangle
The corner point of a polygon is called a ___.,Vertex
The line joining two vertices of a polygon is called a ___.,Diagonal
Two line segments with a common endpoint form a ___.,Angle
An angle of 90 degrees is called a ___ angle.,Right
An angle less than 90 degrees is called an ___ angle.,Acute
An angle greater than 90 degrees is called an ___ angle.,Obtuse
A straight angle measures ___ degrees.,180
A full rotation measures ___ degrees.,360
Two rays with a common endpoint form a ___.,Angle
A polygon with four right angles is called a ___.,Rectangle
A polygon with all sides equal and four right angles is called a ___.,Square
A shape made by combining two or more polygons is called a ___.,Composite figure
The space enclosed by a closed figure is called its ___.,Area
The distance around a closed figure is called its ___.,Perimeter
