Question,Answer
Data is a collection of __.,facts or figures
The process of organizing and summarizing data is called __.,data handling
A table that shows data in rows and columns is called a __.,tabular form
A pictorial representation of data using pictures or symbols is called __.,pictograph
A pictograph uses __ to represent data.,symbols or pictures
In a pictograph, one symbol can represent __ items.,one or more
A bar graph uses __ to represent data.,rectangles or bars
The length of the bar in a bar graph shows __.,value or frequency
A circle graph is also called a __.,pie chart
The sum of all frequencies in a data set is called __.,total frequency
The highest frequency in a data set is called __.,mode
The mode is the value that occurs __.,most frequently
The data value in the middle when arranged in order is called __.,median
The median divides the data into __ halves.,two
The arithmetic mean of a data set is called __.,average
To find the mean, sum all values and divide by __.,number of values
Discrete data can take __ values.,only specific
Continuous data can take __ values.,any value in a range
Qualitative data is related to __.,qualities or categories
Quantitative data is related to __.,numbers or quantities
A tally mark represents __ count.,one
Five tally marks are represented by __.,||||/
A frequency table lists data values and their __.,frequency
In a bar graph, bars can be drawn __ or __.,horizontal,vertical
A double bar graph compares __ sets of data.,two
A histogram is a graph for __ data.,continuous
The class interval in a histogram represents __ of data.,range
The height of a bar in histogram represents __.,frequency
A pie chart represents data in __ degrees.,360
The angle of a sector in a pie chart is proportional to __.,frequency
Cumulative frequency is the sum of __ up to a certain point.,all frequencies
The range of a data set is the __ minus __.,maximum,minimum
Mean, median, and mode are measures of __.,central tendency
A survey collects __ from people.,information or data
The stem and leaf plot shows data in __ order.,ascending or descending
A line graph represents data changing over __.,time
A frequency polygon is formed by joining __ of a histogram.,midpoints of top of bars
Data can be classified into __ and __.,primary,secondary
Primary data is collected __ by the observer.,directly
Secondary data is collected __ by someone else.,indirectly
A dot plot uses __ to represent frequency of data.,dots
A pictograph with a scale 1 symbol = 10 items means one symbol represents __.,10
In a bar graph, unequal intervals on X-axis can __.,mislead
In a histogram, bars touch each other because data is __.,continuous
The mean of 2, 4, 6, 8, 10 is __.,6
The median of 3, 7, 5, 9, 1 is __.,5
The mode of 2, 3, 2, 5, 2, 4 is __.,2
The range of 4, 9, 1, 7 is __.,8
Cumulative frequency of first three classes 5, 7, 10 is __.,22
In a pie chart, if total frequency is 50, one item represents __ degrees.,7.2
