Question,Answer
The instrument used to draw a straight line is called a __.,ruler
To draw a circle we use a __.,compass
To measure angles we use a __.,protractor
The instrument used to draw arcs is a __.,compass
The instrument used to measure length is a __.,ruler
A line segment has __ endpoints.,two
The point where two lines meet is called a __.,vertex
A right angle measures __ degrees.,90
An acute angle is __ than 90 degrees.,less
An obtuse angle is __ than 90 degrees.,greater
A straight angle measures __ degrees.,180
The bisector of a line segment divides it into two __ parts.,equal
The perpendicular bisector makes a __ angle with the line segment.,right
The angle bisector divides an angle into two __ angles.,equal
The midpoint of a line segment divides it into two __ parts.,equal
A circle is drawn by keeping the needle of the compass fixed at the __.,centre
The distance from the centre to any point on the circle is called the __.,radius
The line passing through the centre of a circle is called the __.,diameter
The distance between two parallel lines is always __.,same
Two lines are parallel if they never __.,meet
Two lines are perpendicular if they intersect at __ degrees.,90
The instrument used to draw parallel lines is the __.,set square
The instrument used to draw perpendicular lines is the __.,set square
A perpendicular drawn from a point to a line gives the __ distance.,shortest
The circle passing through all three vertices of a triangle is called the __.,circumcircle
The centre of the circumcircle is called the __.,circumcentre
The perpendicular bisectors of the sides of a triangle meet at the __.,circumcentre
The angle bisectors of a triangle meet at the __.,incentre
The perpendiculars drawn from the vertices to the opposite sides meet at the __.,orthocentre
The medians of a triangle meet at the __.,centroid
The centroid divides each median in the ratio __.,2:1
To construct a perpendicular bisector, we draw arcs with __ radius.,same
To construct an angle bisector, we draw arcs with __ radius.,equal
The sum of the angles of a triangle is __ degrees.,180
A triangle with all sides equal is called an __ triangle.,equilateral
A triangle with one right angle is called a __ triangle.,right-angled
The longest side of a right-angled triangle is called the __.,hypotenuse
A polygon with 5 sides is called a __.,pentagon
A polygon with 6 sides is called a __.,hexagon
To draw a circle of radius 4 cm, we open the compass to __ cm.,4
A line drawn joining the centre of a circle to any point on the circle is called __.,radius
The angle between the diameter and tangent at the point of contact is __ degrees.,90
The distance between two points is measured in __.,centimetres
The basic instrument set used in geometry is called the __.,geometry box
The bisector of a right angle divides it into two angles of __ degrees each.,45
The perpendicular distance from a point to a line is the __ distance.,shortest
The construction of figures using instruments is called __ geometry.,practical
