Question,Answer
The decimal point separates the ______ and ______ parts of a number.,Whole,Decimal
In 12.345, the digit 3 is in the ______ place.,Tenths
In 12.345, the digit 4 is in the ______ place.,Hundredths
In 12.345, the digit 5 is in the ______ place.,Thousandths
0.5 can be written as the fraction ______.,1/2
0.25 can be written as the fraction ______.,1/4
0.75 can be written as the fraction ______.,3/4
1.2 can be written as the mixed number ______.,1 1/5
0.6 + 0.3 = ______.,0.9
0.8 – 0.5 = ______.,0.3
0.4 × 0.5 = ______.,0.2
0.9 ÷ 0.3 = ______.,3
0.75 + 0.25 = ______.,1
0.6 × 0.2 = ______.,0.12
0.8 ÷ 0.4 = ______.,2
The decimal 0.125 is equivalent to the fraction ______.,1/8
The decimal 0.2 is equivalent to the fraction ______.,1/5
The decimal 0.4 is equivalent to the fraction ______.,2/5
0.36 rounded to one decimal place is ______.,0.4
0.678 rounded to two decimal places is ______.,0.68
The place value of 7 in 3.478 is ______.,Hundredths
The place value of 4 in 5.647 is ______.,Tenths
The number 0.05 in words is ______.,Five hundredths
The number 2.07 in words is ______.,Two and seven hundredths
0.3 + 0.45 = ______.,0.75
0.9 – 0.7 = ______.,0.2
0.6 × 0.5 = ______.,0.3
0.81 ÷ 0.9 = ______.,0.9
0.125 + 0.375 = ______.,0.5
0.6 – 0.25 = ______.,0.35
0.45 × 2 = ______.,0.9
0.9 ÷ 3 = ______.,0.3
0.08 + 0.12 = ______.,0.2
0.7 – 0.3 = ______.,0.4
0.25 × 4 = ______.,1
0.6 ÷ 0.2 = ______.,3
0.75 + 0.125 = ______.,0.875
0.5 – 0.3 = ______.,0.2
0.4 × 0.25 = ______.,0.1
0.9 ÷ 0.3 = ______.,3
The decimal 0.875 is equivalent to the fraction ______.,7/8
The decimal 0.6 is equivalent to the fraction ______.,3/5
The decimal 0.45 is equivalent to the fraction ______.,9/20
The decimal 0.2 rounded to nearest whole number is ______.,0
The decimal 0.8 rounded to nearest whole number is ______.,1
0.75 rounded to nearest tenth is ______.,0.8
0.234 rounded to nearest hundredth is ______.,0.23
0.567 rounded to nearest tenth is ______.,0.6
The decimal 0.125 in words is ______.,One hundred twenty-five thousandths
0.5 ÷ 0.2 = ______.,2.5
0.36 × 0.5 = ______.,0.18
0.48 ÷ 0.6 = ______.,0.8
0.125 × 8 = ______.,1
0.75 ÷ 0.25 = ______.,3
0.6 + 0.35 = ______.,0.95
