Question,Answer
The perimeter of a shape is the total length of its __.,Boundary
The area of a shape is the total __ it covers.,Surface
The perimeter of a rectangle is given by 2 × (__ + __).,Length, Breadth
The area of a rectangle is given by __ × __.,Length, Breadth
The perimeter of a square is __ × side.,4
The area of a square is __ × __.,Side, Side
The perimeter of a triangle is the sum of __.,All sides
The area of a triangle is 1/2 × __ × __.,Base, Height
The circumference of a circle is given by 2 × __ × __.,π, Radius
The area of a circle is given by __ × __ × __.,π, Radius, Radius
The radius of a circle is __ of the diameter.,Half
The diameter of a circle is __ of the radius.,Twice
The height of a parallelogram is the perpendicular distance between __.,Two parallel sides
The area of a parallelogram is __ × __.,Base, Height
The perimeter of a parallelogram is 2 × (__ + __).,Base, Side
A rectangle has length 10 cm and breadth 5 cm. Its area is __ cm².,50
A rectangle has length 10 cm and breadth 5 cm. Its perimeter is __ cm.,30
A square has side 6 cm. Its area is __ cm².,36
A square has side 6 cm. Its perimeter is __ cm.,24
A triangle has base 8 cm and height 5 cm. Its area is __ cm².,20
A triangle has sides 3 cm, 4 cm, and 5 cm. Its perimeter is __ cm.,12
A circle has radius 7 cm. Its area is __ cm².,154
A circle has radius 7 cm. Its circumference is __ cm.,44
The unit of area is __.,Square units
The unit of perimeter is __.,Linear units
A rectangle with equal sides is called __.,Square
A quadrilateral with opposite sides equal is called __.,Rectangle
A rectangle with length 12 cm and breadth 8 cm has perimeter __ cm.,40
A rectangle with length 12 cm and breadth 8 cm has area __ cm².,96
A square with side 9 cm has perimeter __ cm.,36
A square with side 9 cm has area __ cm².,81
The area of a triangle with base 10 cm and height 6 cm is __ cm².,30
The perimeter of a triangle with sides 5 cm, 7 cm, 8 cm is __ cm.,20
The area of a parallelogram with base 12 cm and height 5 cm is __ cm².,60
The perimeter of a parallelogram with sides 10 cm and 6 cm is __ cm.,32
The circumference of a circle with diameter 14 cm is __ cm.,44
The area of a circle with diameter 14 cm is __ cm².,154
A shape having three sides is called __.,Triangle
A shape having four sides is called __.,Quadrilateral
The area of a rectangle with length 15 cm and breadth 7 cm is __ cm².,105
The perimeter of a rectangle with length 15 cm and breadth 7 cm is __ cm.,44
The area of a square with side 12 cm is __ cm².,144
The perimeter of a square with side 12 cm is __ cm.,48
The area of a triangle with base 14 cm and height 9 cm is __ cm².,63
The perimeter of a triangle with sides 6 cm, 8 cm, 10 cm is __ cm.,24
The area of a parallelogram with base 20 cm and height 8 cm is __ cm².,160
The perimeter of a parallelogram with sides 15 cm and 10 cm is __ cm.,50
The area of a circle with radius 10 cm is __ cm².,314
The circumference of a circle with radius 10 cm is __ cm.,63
The perimeter of a rectangle with length 20 cm and breadth 10 cm is __ cm.,60
