Question,Answer
Define an integer.,A whole number which can be positive, negative or zero.
Give an example of a positive integer.,5
Give an example of a negative integer.,-7
Is 0 an integer?,Yes
What is the successor of 5?,6
What is the predecessor of -3?,-4
Add: 7 + (-3),4
Add: -5 + (-8),-13
Add: -4 + 6,2
Add: 0 + (-7),-7
Subtract: 8 - 5,3
Subtract: -3 - 5,-8
Subtract: -6 - (-4),-2
Subtract: 0 - (-7),7
Multiply: 4 × (-5),-20
Multiply: -6 × (-3),18
Multiply: 0 × 7,0
Divide: 12 ÷ 3,4
Divide: -15 ÷ 5,-3
Divide: -20 ÷ -4,5
State the rule for addition of integers with same signs.,Add absolute values and keep the sign.
State the rule for addition of integers with different signs.,Subtract smaller absolute value from larger and take the sign of larger.
State the rule for multiplication of integers with same signs.,Product is positive.
State the rule for multiplication of integers with different signs.,Product is negative.
State the rule for division of integers with same signs.,Quotient is positive.
State the rule for division of integers with different signs.,Quotient is negative.
Find the absolute value of -9,9
Find the absolute value of 0,0
Compare: -7 and 3,-7 < 3
Compare: -5 and -9,-5 > -9
Find the additive inverse of 6,-6
Find the additive inverse of -4,4
Add: -8 + 8,0
Subtract: -5 - (-5),0
Multiply: -7 × 0,0
Divide: 0 ÷ -5,0
Divide: -6 ÷ 1,-6
Evaluate: -3 + 5 - 2,0
Evaluate: 6 - (-4) + (-2),8
Evaluate: (-5) × (-3) + 7,22
Evaluate: 12 ÷ (-3) + 2,-2
Evaluate: -6 + (-4) × 2,-14
Evaluate: (-8 ÷ -2) + 5,9
Add: -9 + (-6) - (-4),-11
Subtract: (-7) - 3,-10
Multiply: (-2) × (-5) × (-1),-10
Divide: (-24) ÷ 6,-4
Find the value of -3 × 4 + 6,-6
Find the value of 5 + (-3) × (-2),11
