Question,Answer
Define a decimal number.,A number with a whole part and a fractional part separated by a decimal point.
Write 0.5 as a fraction.,1/2
Write 0.25 as a fraction.,1/4
Convert 7/10 into a decimal.,0.7
Convert 3/4 into a decimal.,0.75
Add: 0.5 + 0.25,0.75
Add: 1.2 + 3.45,4.65
Subtract: 2.5 - 1.25,1.25
Subtract: 4.8 - 2.3,2.5
Multiply: 0.5 × 0.4,0.2
Multiply: 1.2 × 3.5,4.2
Divide: 0.6 ÷ 0.2,3
Divide: 4.5 ÷ 1.5,3
Convert 0.75 into a percentage.,75%
Convert 0.4 into a percentage.,40%
Convert 5% into a decimal.,0.05
Convert 12.5% into a decimal.,0.125
Compare: 0.5 and 0.55,0.5 < 0.55
Compare: 0.75 and 3/4,Equal
Round 2.678 to two decimal places,2.68
Round 3.456 to one decimal place,3.5
Add: 1.25 + 2.375,3.625
Subtract: 5.6 - 2.35,3.25
Multiply: 0.25 × 0.8,0.2
Multiply: 1.5 × 0.4,0.6
Divide: 0.81 ÷ 0.9,0.9
Divide: 2.4 ÷ 0.6,4
Write 0.333 as a fraction.,1/3
Write 1.25 as a mixed fraction.,1 1/4
Convert 0.875 to fraction.,7/8
Add: 0.75 + 0.125,0.875
Subtract: 0.9 - 0.45,0.45
Multiply: 0.6 × 0.5,0.3
Divide: 0.8 ÷ 0.2,4
Add: 1.25 + 2.75,4
Subtract: 5.5 - 3.25,2.25
Multiply: 0.125 × 0.8,0.1
Divide: 0.9 ÷ 0.3,3
Compare: 0.125 and 0.12,0.125 > 0.12
Compare: 0.45 and 0.450,Equal
Round 0.786 to one decimal place,0.8
Round 2.349 to two decimal places,2.35
Write 0.6 as fraction.,3/5
Write 0.05 as fraction.,1/20
Add: 0.35 + 0.45,0.8
Subtract: 0.9 - 0.35,0.55
Multiply: 0.4 × 0.25,0.1
Divide: 0.5 ÷ 0.2,2.5
Add: 1.1 + 0.9,2
Subtract: 3.5 - 2.75,0.75
Multiply: 1.2 × 0.5,0.6
Divide: 2.25 ÷ 0.75,3
Convert 0.625 to fraction.,5/8
Convert 1.75 to mixed fraction.,1 3/4
