Question,Answer
Define symmetry.,A figure is symmetrical if it can be divided into two identical halves.
What is a line of symmetry?,A line that divides a figure into two identical halves.
Number of lines of symmetry in a square?,4
Number of lines of symmetry in a rectangle?,2
Number of lines of symmetry in an equilateral triangle?,3
Number of lines of symmetry in an isosceles triangle?,1
Number of lines of symmetry in a circle?,Infinite
Draw a line of symmetry for a square.,Draw a line through center dividing square in half.
Draw a line of symmetry for a rectangle.,Draw a vertical or horizontal line through center.
Draw a line of symmetry for a triangle.,Draw a line from vertex to opposite side.
Define rotational symmetry.,A figure has rotational symmetry if it looks the same after rotation.
Example of rotational symmetry.,Circle, equilateral triangle, square
What is order of rotational symmetry?,Number of times a figure matches itself during a 360° rotation.
Order of rotational symmetry of a square?,4
Order of rotational symmetry of an equilateral triangle?,3
Order of rotational symmetry of rectangle?,2
Draw a symmetric figure along vertical axis.,Draw a shape mirrored vertically.
Draw a symmetric figure along horizontal axis.,Draw a shape mirrored horizontally.
Identify line of symmetry in letter A.,Vertical
Identify line of symmetry in letter M.,Vertical
Identify line of symmetry in letter T.,Vertical
Identify line of symmetry in letter H.,Vertical
Identify line of symmetry in letter O.,Vertical and horizontal
Identify line of symmetry in letter X.,Vertical and horizontal
Identify line of symmetry in letter S.,None
Draw a figure with 2 lines of symmetry.,Rectangle
Draw a figure with 4 lines of symmetry.,Square
Draw a figure with 3 lines of symmetry.,Equilateral triangle
Identify rotational symmetry of letter Z.,None
Identify rotational symmetry of letter N.,180°
Identify rotational symmetry of letter S.,180°
Define mirror symmetry.,Mirror symmetry is when one half of a figure is the mirror image of the other.
Identify line of symmetry in letter Y.,Vertical
Draw a symmetric figure along diagonal.,Draw square or rectangle along diagonal
Number of lines of symmetry in regular pentagon?,5
Number of lines of symmetry in regular hexagon?,6
Order of rotational symmetry of regular pentagon?,5
Order of rotational symmetry of regular hexagon?,6
Draw a figure with no line of symmetry.,Scalene triangle
Draw a figure with one line of symmetry.,Isosceles triangle
Draw a figure with rotational symmetry of order 3.,Equilateral triangle
Draw a figure with rotational symmetry of order 4.,Square
Identify line of symmetry in letter I.,Vertical and horizontal
Identify line of symmetry in letter U.,Vertical
Identify line of symmetry in letter V.,Vertical
Identify line of symmetry in letter W.,Vertical
Identify line of symmetry in letter L.,None
Identify line of symmetry in letter C.,None
Draw figure with vertical and horizontal symmetry.,Square
Draw figure with only horizontal symmetry.,Rectangle
Draw figure with only vertical symmetry.,Isosceles triangle
Draw figure with rotational symmetry but no line symmetry.,Swastik
