Question,Answer
Define integers.,Integers are all positive and negative whole numbers including zero.
Give examples of integers.,-3, -2, -1, 0, 1, 2, 3
Define positive integers.,Integers greater than zero.
Define negative integers.,Integers less than zero.
Is zero positive or negative?,Neither positive nor negative.
Compare integers -5 and 3.,-5 < 3
Compare integers 0 and -2.,0 > -2
Compare integers 7 and 7.,7 = 7
What is additive inverse?,The number which when added to a given number gives 0.
Additive inverse of 5?,-5
Additive inverse of -7?,7
Add 4 + (-3).,1
Add -5 + 8.,3
Add -6 + (-2).,-8
Subtract 5 - 8.,-3
Subtract -3 - 4.,-7
Subtract -5 - (-2).,-3
Multiply 3 × (-4).,-12
Multiply -5 × (-6).,30
Multiply 0 × (-7).,0
Divide 12 ÷ (-3).,-4
Divide -15 ÷ 5,-3
Divide -18 ÷ (-6),3
State rules for addition of integers.,Same sign: add absolute values, keep sign; Different sign: subtract smaller from larger, keep sign of larger.
State rules for subtraction of integers.,Subtracting a number is same as adding its additive inverse.
State rules for multiplication of integers.,Same signs: positive, Different signs: negative.
State rules for division of integers.,Same signs: positive, Different signs: negative.
Find the sum: -3 + (-7).,-10
Find the sum: 8 + (-5).,3
Find the sum: -6 + 4.,-2
Find the difference: 5 - (-2).,7
Find the difference: -3 - 4.,-7
Find the difference: -8 - (-5).,-3
Product of -2 × 7.,-14
Product of -3 × -5.,15
Product of 6 × -4.,-24
Quotient of -12 ÷ 3.,-4
Quotient of 20 ÷ -4.,-5
Quotient of -15 ÷ -5.,3
Absolute value of -8?,8
Absolute value of 0?,0
Absolute value of 7?,7
Represent -3 on number line.,Mark 3 units to the left of 0
Represent 5 on number line.,Mark 5 units to the right of 0
What is zero on number line?,Point at 0
Successor of -3?,-2
Successor of 7?,8
Predecessor of -5?,-6
Predecessor of 0?,-1
Is -7 > -3?,No
Is 4 < -2?,No
Sum of -4 + 4?,0
Difference of 3 - 0?,3
