Question,Answer
The poem explores a child’s habit of constant ________.,worrying
The repeated use of “whatif” shows anxious ________.,thinking
The child imagines problems before they actually ________.,occur
The poem highlights fear caused by excessive ________.,imagination
The child worries mostly during the ________.,night
The poem shows how fear increases in the ________.,dark
The worries are about school, health, and ________.,daily life
The poem suggests many fears are ________.,unrealistic
The child’s imagination exaggerates small ________.,issues
The poem reflects common childhood ________.,anxieties
The poet shows fear can disturb mental ________.,peace
The child worries about punishment and ________.,failure
The poem shows fear without real ________.,evidence
The repeated questions show lack of ________.,confidence
The poem reflects how imagination controls ________.,emotions
The child worries about missing chances and making ________.,mistakes
The poem shows how fear grows when thoughts are ________.,unchecked
The child’s fears disappear when nothing ________.,happens
The poem highlights unnecessary mental ________.,stress
The poet shows how worry steals happiness and ________.,sleep
The child realises fears do not always come ________.,true
The poem shows fear is strongest when one is ________.,alone
The child imagines worst-case ________.,scenarios
The poem shows the difference between real and ________.,imagined
The poet suggests that worrying does not change the ________.,outcome
The poem shows fear created by repeated negative ________.,thoughts
The child’s anxiety affects his emotional ________.,state
The poem highlights how overthinking causes ________.,trouble
The child keeps imagining failure before ________.,trying
The poem suggests fear is often self-________.,created
The poet reflects childhood fear of the ________.,unknown
The poem shows fear fades with ________.,reality
The child’s imagination turns small worries into big ________.,problems
The poem uses repetition to show continuous ________.,fear
The child worries about events beyond his ________.,control
The poem encourages facing fears with ________.,calmness
The child learns that fear wastes time and ________.,energy
The poem shows how thoughts can control ________.,feelings
The child realises nothing bad actually ________.,happened
The poem reflects how fear affects ________.,confidence
The poet shows worry often begins with a simple ________.,thought
The poem highlights the importance of positive ________.,thinking
The child’s worries stop once he sees ________.,reality
The poem suggests fear is stronger in ________.,imagination
The child understands worrying achieves ________.,nothing
The poem teaches courage through understanding ________.,reality
The child’s fear fades when the day ________.,begins
The poem shows anxiety is temporary and ________.,passing
