Question,Answer
The poem is about ________.,teachers
The poet wonders where teachers go after ________.,school
The poem is written from a child’s ________.,perspective
The child imagines teachers do things like ________.,children
The poet thinks teachers might live in ________.,houses
The poet wonders if teachers wash their ________.,socks
The child imagines teachers wear ________.,pyjamas
The poem shows the curiosity of a ________.,child
The poet wonders if teachers watch ________.,TV
The child asks if teachers make ________.,mistakes
The poet imagines teachers reading ________.,books
The poem shows teachers as ________.,human
The poet thinks teachers eat ________.,dinner
The child wonders if teachers have ________.,families
The poem shows respect for ________.,teachers
The poet imagines teachers telling ________.,stories
The child wonders if teachers get ________.,scolded
The poem makes teachers seem very ________.,friendly
The poet thinks teachers also play ________.,games
The poem is written in a ________.,simple
The child wonders if teachers have their own ________.,teachers
The poem uses many ________.,questions
The poet wonders if teachers do ________.,homework
The child imagines teachers feel ________.,happy
The poem shows teachers are like ________.,us
The poet thinks teachers go home after ________.,school
The child wonders if teachers do household ________.,work
The poem shows imagination and ________.,curiosity
The poet imagines teachers cooking ________.,food
The poem is written in a ________.,playful
The child wants to know teachers’ ________.,lives
The poem shows teachers beyond the ________.,classroom
The poet imagines teachers laughing and ________.,smiling
The child wonders if teachers get ________.,tired
The poem shows teachers have normal ________.,lives
The poet imagines teachers talking to their ________.,friends
The poem makes teachers seem more ________.,approachable
The child wonders if teachers do things ________.,wrong
The poem shows innocence of a ________.,child
The poet thinks teachers also have ________.,fun
The poem is full of ________.,imagination
The child wonders if teachers like ________.,music
The poem makes learning ________.,fun
The poet thinks teachers rest at ________.,night
The poem uses easy and ________.,clear
The child imagines teachers as ________.,ordinary
The poem ends with respect for ________.,teachers
The poet realises teachers are also ________.,people
