Question,Answer
The poem describes the lively movement of a ________.,kite
The kite’s flight is controlled by the strength of the ________.,wind
The kite rises suddenly with a strong ________.,pull
The tail helps the kite maintain ________.,balance
The kite twists and turns in response to air ________.,currents
The poet compares the kite’s movement to a living ________.,creature
The kite struggles when the wind becomes ________.,uneven
The kite’s motion reflects energy and ________.,freedom
The kite flutters wildly in the rushing ________.,wind
The string keeps the kite connected to the ________.,ground
The kite’s flight becomes unstable when the wind is ________.,gusty
The poet uses action words to show constant ________.,movement
The kite dips sharply before rising ________.,again
The wind gives the kite both lift and ________.,trouble
The poem captures the excitement of watching a kite ________.,fly
The kite seems to fight against the force of the ________.,wind
The kite’s tail moves wildly to control its ________.,direction
The poem highlights the relationship between wind and ________.,kite
The kite’s movement is unpredictable and ________.,restless
The poet personifies the kite as if it were ________.,alive
The kite reacts instantly to changes in the ________.,wind
The poem uses vivid imagery to describe the kite’s ________.,flight
The kite appears to leap and ________.,dance
The string tightens when the kite pulls ________.,hard
The kite’s motion shows struggle and ________.,control
The poem reflects joy mixed with ________.,effort
The kite flies freely but remains ________.,tied
The poet shows how natural forces affect the kite’s ________.,movement
The kite’s tail helps prevent sudden ________.,falls
The kite glides smoothly in steady ________.,wind
The kite jerks violently in strong ________.,gusts
The poem focuses on the kite’s continuous ________.,motion
The wind determines whether the kite will rise or ________.,sink
The poet describes the kite’s flight using ________.,verbs
The kite’s struggle adds excitement to the ________.,scene
The kite’s motion is fast and ________.,energetic
The poem celebrates the playful power of ________.,nature
The kite bends under pressure but does not ________.,break
The kite’s flight requires both strength and ________.,balance
The poem conveys movement through sound and ________.,action
The kite seems to challenge the force of the ________.,wind
The poet shows how the kite responds to sudden ________.,changes
The kite’s flight symbolises freedom within ________.,limits
The poem captures a moment of outdoor ________.,joy
The kite remains airborne due to continuous ________.,wind
The poet’s tone is lively and ________.,energetic
The kite’s dance reflects the rhythm of the ________.,wind
The poem ends with the kite still in ________.,motion
