Question,Answer
The poem reflects a child’s desire for ________.,freedom
The speaker compares school life with adult ________.,professions
The hawker symbolises freedom from strict ________.,routine
The gardener represents joyful and creative ________.,work
The watchman symbolises independence and ________.,responsibility
The child observes people while walking to ________.,school
The poem shows how work can appear ________.,enjoyable
The child envies adults who work without ________.,restrictions
The hawker’s work allows movement and ________.,choice
The gardener enjoys working close to ________.,nature
The watchman works alone without anyone ________.,controlling
The child feels school limits his personal ________.,freedom
The poem highlights contrast between discipline and ________.,independence
The child’s imagination turns work into a form of ________.,play
The poem reflects dissatisfaction with rigid ________.,schooling
The hawker’s cry symbolises self-expression and ________.,liberty
The gardener’s work shows harmony with ________.,nature
The watchman represents authority without ________.,pressure
The child dreams of escaping academic ________.,burden
The poem explores the theme of choice in one’s ________.,career
The child values freedom more than ________.,comfort
The poem portrays work as spontaneous and ________.,joyful
The child misunderstands adult work as ________.,carefree
The poem contrasts imposed duty with chosen ________.,work
The hawker works according to his own ________.,will
The gardener works without strict time ________.,limits
The watchman’s job seems peaceful despite ________.,danger
The child’s view of work is shaped by ________.,imagination
The poem reflects innocence and limited ________.,experience
The child idealises work outside the ________.,classroom
The poem critiques rigid education systems and ________.,discipline
The child believes work brings more freedom than ________.,school
The poem uses simple scenes from everyday ________.,life
The hawker’s independence attracts the ________.,child
The gardener’s playfulness makes work seem ________.,fun
The watchman’s solitude appeals to the child’s desire for ________.,independence
The poem shows how perception changes with ________.,age
The child fails to see the hardships of adult ________.,work
The poem highlights contrast between childhood and ________.,adulthood
The child’s longing reflects universal childhood ________.,dreams
The poem suggests freedom is central to job ________.,satisfaction
The child imagines working without rules or ________.,orders
The poem celebrates imagination and ________.,curiosity
The child’s school bag symbolises academic ________.,pressure
The poem explores tension between duty and ________.,desire
The child admires jobs that allow outdoor ________.,movement
The poem presents work as an escape from ________.,control
The child dreams of choosing his own ________.,path
