Question,Answer
Kalpana Chawla’s early education was completed in ________.,Karnal
She showed a keen interest in aviation and ________.,flying
Kalpana Chawla pursued aeronautical engineering in ________.,India
She later moved abroad for higher ________.,education
Kalpana Chawla earned her degree in ________.,aerospace engineering
She was selected as an astronaut by ________.,NASA
Her first space flight took place aboard ________.,Columbia
The mission focused on space ________.,research
Kalpana Chawla became the first woman of Indian origin in ________.,space
She worked with international space ________.,teams
Her journey symbolised the power of ________.,perseverance
Kalpana Chawla faced challenges related to gender and ________.,competition
She overcame obstacles through dedication and ________.,discipline
Her success inspired students across ________.,India
She believed success depends on hard work and ________.,confidence
Kalpana Chawla contributed to scientific ________.,experiments
She demonstrated excellence in her ________.,field
The space shuttle Columbia completed several ________.,orbits
Kalpana Chawla valued teamwork and ________.,cooperation
Her achievements earned international ________.,recognition
She remained connected to her Indian ________.,roots
Kalpana Chawla’s determination helped her fulfil her ________.,dreams
She encouraged young people to pursue ________.,science
Her life highlights the importance of ________.,education
She became a symbol of courage and ________.,hope
The tragic accident occurred during shuttle ________.,re-entry
The loss shocked the entire ________.,world
Kalpana Chawla’s legacy lives on through her ________.,achievements
She proved that dedication leads to ________.,success
Her journey reflects the spirit of exploration and ________.,discovery
Kalpana Chawla believed in limitless ________.,possibilities
She inspired especially young ________.,girls
Her story motivates students to set ________.,goals
She maintained humility despite great ________.,success
Kalpana Chawla represented progress in ________.,science
Her life teaches resilience in the face of ________.,failure
She remained focused on her ________.,mission
Kalpana Chawla’s achievements are honoured every ________.,year
She showed excellence in academics and ________.,training
Her career demanded physical and mental ________.,strength
She served as a bridge between cultures and ________.,nations
Kalpana Chawla’s example promotes gender ________.,equality
She believed learning is a lifelong ________.,process
Her story encourages students to explore new ________.,frontiers
She will always be remembered as a space ________.,pioneer
