Question,Answer
Desert animals have evolved special survival ________.,strategies
Lack of water is the biggest challenge in a ________.,desert
Camels can tolerate high body ________.,temperature
The camel’s hump stores fat, not ________.,water
Kangaroo rats get water from the food they ________.,eat
Desert foxes release heat through their large ________.,ears
Animals avoid heat by being ________.,nocturnal
Burrows help animals escape extreme ________.,heat
Camels lose very little water through ________.,sweat
Desert animals reduce physical ________.,activity
The desert environment demands efficient water ________.,conservation
Snakes stay underground to avoid harsh ________.,conditions
Camels can eat dry and thorny ________.,plants
Desert animals are adapted to sudden ________.,temperature
The kangaroo rat conserves water by producing concentrated ________.,urine
Animals have light body colour to reflect ________.,heat
Desert nights can be extremely ________.,cold
Camels have padded feet to walk on hot ________.,sand
Animals remain inactive during peak ________.,sunlight
Desert foxes hunt small ________.,animals
Burrowing protects animals from predators and ________.,heat
Camels can survive without food for many ________.,days
The desert climate requires animals to be energy ________.,efficient
Desert animals often rely on stored ________.,fat
The camel’s nostrils prevent sand from ________.,entering
Animals stay hydrated by limiting water ________.,loss
The kangaroo rat rarely comes out during the ________.,day
Camels can drink large quantities of water at ________.,once
Animals adjust their behaviour according to desert ________.,conditions
The desert fox has thick fur to protect from ________.,cold
Snakes move efficiently to save ________.,energy
Camels’ eyelashes protect their eyes from ________.,sand
Animals develop physical and behavioural ________.,adaptations
Desert animals show remarkable survival ________.,ability
Lack of vegetation limits food ________.,sources
Animals depend on metabolism for water ________.,production
Desert animals are specially suited for extreme ________.,climates
Camels are used for transportation due to their ________.,endurance
Animals rest to conserve water and ________.,energy
Desert animals show structural and functional ________.,adaptations
Animals survive by balancing heat gain and heat ________.,loss
The desert ecosystem is very ________.,fragile
Animals have evolved over long ________.,periods
Desert animals show excellent water ________.,management
Adaptation helps animals cope with desert ________.,stress
The c
