Question,Answer
Jumman Shaikh and Algu Chaudhary were good ________.,friends
Jumman’s aunt lived with ________.,Jumman
The aunt gave her ________ to Jumman.,property
Jumman promised to take care of his ________.,aunt
Later Jumman stopped treating his aunt ________.,well
The aunt asked for her ________.,property
Jumman refused to give it ________.,back
The aunt went to the ________.,panchayat
Algu Chaudhary was chosen as the ________.,panch
Jumman was unhappy with Algu’s ________.,decision
Algu gave a fair ________.,judgment
The judgment was in favour of the ________.,aunt
Jumman became angry with his ________.,friend
Their ________ ended.,friendship
Later Algu sold his ________.,bullock
Samjhu Sahu bought the ________.,bullock
Samjhu did not pay the ________.,money
The matter again went to the ________.,panchayat
This time Jumman was chosen as the ________.,panch
Algu was worried about ________.,justice
Jumman gave a ________ judgment.,fair
The judgment was in favour of ________.,Algu
Algu realised the importance of ________.,justice
Jumman realised the value of ________.,fairness
The two friends became ________ again.,friends
The story teaches us about ________.,fair play
Justice should be above personal ________.,relations
Panchayat gave ________.,justice
Jumman accepted his ________.,mistake
Algu trusted the ________.,panchayat
The aunt wanted food and ________.,clothes
Jumman ignored his ________.,promise
The bullock was ________.,dead
Samjhu refused to pay for the ________.,bullock
Justice won over ________.,friendship
The story shows the power of ________.,truth
Algu believed in ________.,honesty
Jumman’s conscience guided his ________.,decision
Fair judgment restores ________.,respect
The aunt was treated ________.,unfairly
Panchayat worked for ________.,justice
The story ends on a ________.,happy
Friends should always be ________.,honest
Justice should never be ________.,biased
The lesson promotes moral ________.,values
