Question,Answer
The poem is about wonderful ________.,words
Words are compared to bright ________.,lights
Words help us express our ________.,thoughts
Words are wonderful because they help us ________.,communicate
Words can create beautiful ________.,pictures
Words can be soft and ________.,gentle
Words can be strong and ________.,powerful
Words help us share our ________.,ideas
Words can describe places far ________.,away
Words help us tell ________.,stories
Words make learning more ________.,interesting
Words help us understand the ________.,world
Words can make people feel ________.,happy
Words can also make people feel ________.,sad
Words are used in poems and ________.,songs
Words help us express our ________.,feelings
Words can paint pictures in our ________.,mind
Words can describe things we cannot ________.,see
Words help us think and ________.,imagine
Words can travel from one person to ________.,another
Words are a gift of ________.,language
Words help us ask ________.,questions
Words help us give ________.,answers
Words are used in books and ________.,poems
Words can sound sweet or ________.,harsh
Words help us learn new ________.,things
Words help us share our ________.,dreams
Words are important for ________.,learning
Words help us express ________.,emotions
Words can change how we ________.,feel
Words can describe colours and ________.,sounds
Words help us understand others’ ________.,ideas
Words help us remember ________.,events
Words make communication ________.,possible
Words help us explain our ________.,thoughts
Words are tools for ________.,expression
Words can be used kindly or ________.,unkindly
Words help us connect with ________.,others
Words are part of everyday ________.,life
Words can be simple or ________.,complex
Words give shape to our ________.,ideas
Words help us describe the ________.,world
Words can be playful and ________.,fun
Words help us learn about new ________.,places
Words make stories come ________.,alive
Words can create strong ________.,images
Words help us share our inner ________.,thoughts
Words are truly ________.,wonderful
