Question,Answer
Miss Beam was the ________ of the school.,headmistress
The school was different from other ________.,schools
The students were taught to learn ________.,kindness
The school aimed to develop good ________.,values
Miss Beam believed books alone could not teach ________.,humanity
The school taught lessons of ________.,helpfulness
Students learned how to be ________.,thoughtful
The narrator visited the ________.,school
Some students wore ________ over their eyes.,bandages
Some students used ________.,crutches
The blind students were helped by ________.,others
The students helped each other in the ________.,school
The system was followed for ________.,one day
Students learned to understand the problems of the ________.,disabled
One child acted as ________.,blind
Another child acted as ________.,lame
The school taught the importance of ________.,cooperation
Children learned to be ________.,kind
Miss Beam explained the purpose of the ________.,system
The narrator felt ________.,impressed
The school trained students to face ________.,difficulties
Students learned not to laugh at the ________.,disabled
The lessons were based on real-life ________.,experiences
The children learned to be ________.,sympathetic
The school encouraged moral ________.,education
Students understood the value of ________.,help
The narrator admired the school’s ________.,method
The school focused on character ________.,building
Students learned lessons beyond ________.,books
Miss Beam wanted students to be good ________.,human beings
The narrator found the school very ________.,unique
The blind students depended on ________.,friends
The lame students needed ________.,support
The school created awareness about ________.,disability
Students learned the meaning of ________.,care
Miss Beam was very ________.,wise
The school taught social ________.,responsibility
Students gained practical ________.,knowledge
The narrator appreciated the school’s ________.,values
The school helped students understand real-life ________.,problems
The students were trained to be ________.,helpful
The narrator felt the system was very ________.,effective
Students learned to respect ________.,others
The school focused on mental and moral ________.,growth
Miss Beam’s school was truly ________.,different
The students became more ________.,understanding
The narrator learned an important ________.,lesson
The school aimed to create better ________.,citizens
