Question,Answer
The poem "Whatif" is about a child’s ________.,fears
The poet keeps asking questions starting with ________.,whatif
The poem shows fear of things that may ________.,happen
The child worries about getting ________.,sick
The child fears missing the ________.,bus
The child worries about failing a ________.,test
The poem talks about fear of being ________.,late
The child imagines bad things at ________.,night
The child thinks about getting ________.,punished
The poem shows fear of being ________.,alone
The child worries about losing a ________.,game
The poem shows fear of the ________.,dark
The child imagines something going ________.,wrong
The poem shows many ________.,questions
The child feels scared for no ________.,reason
The fears are mostly in the child’s ________.,mind
The poem shows how imagination can create ________.,fear
The child worries about breaking a ________.,rule
The poem talks about fear of making ________.,mistakes
The child worries about teachers getting ________.,angry
The poem shows fear of small ________.,things
The child keeps thinking again and ________.,again
The poem shows worry about the ________.,future
The child imagines problems that never ________.,happen
The fears disappear in the ________.,morning
The poem ends happily when nothing ________.,happens
The child realises fears are often ________.,false
The poem shows overthinking causes ________.,stress
The child learns not to worry too ________.,much
The poem is written in a ________.,simple
The poem uses repeated ________.,questions
The child’s fear keeps growing in the ________.,dark
The poem shows how worries affect ________.,sleep
The child is scared of imaginary ________.,troubles
The poem shows fear is mostly ________.,imaginary
The child keeps asking “what if” ________.,questions
The poem talks about everyday ________.,worries
The child fears something bad might ________.,occur
The poem is written from a child’s ________.,point
The poem shows how fear can disturb ________.,peace
The child worries about school ________.,problems
The poem teaches us not to ________.,worry
The child’s worries stop him from ________.,sleeping
The poem shows fear without real ________.,cause
The poem teaches that imagination can cause ________.,fear
The child learns to relax in the ________.,end
The poem shows fear disappears with ________.,daylight
The poem ends on a positive ________.,note
The child realises worrying is ________.,useless
