Question,Answer
Jumman and Algu shared a strong ________.,friendship
The aunt transferred her property in return for lifelong ________.,care
Jumman failed to fulfil his moral ________.,duty
The aunt sought justice through the village ________.,panchayat
Algu was selected as panch because of his ________.,honesty
Jumman expected Algu to favour him due to their ________.,friendship
Algu prioritised justice over personal ________.,relations
The panchayat decision exposed Jumman’s ________.,selfishness
Jumman felt betrayed by Algu’s fair ________.,judgment
The loss of friendship caused Jumman deep ________.,anger
Algu sold his bullock to earn ________.,money
Samjhu Sahu avoided paying by using ________.,excuses
The dispute once again reached the ________.,panchayat
Jumman was appointed as the decision-________.,maker
Jumman faced an internal moral ________.,conflict
Jumman chose justice over revenge and ________.,hatred
The fair verdict restored Algu’s ________.,faith
The judgment highlighted the power of ________.,conscience
Jumman realised justice must be ________.,impartial
The story illustrates ethical responsibility in public ________.,roles
True friendship is built on mutual ________.,respect
Justice should not be influenced by personal ________.,bias
The aunt symbolised the oppressed seeking ________.,justice
Algu’s character reflects moral ________.,integrity
The panchayat functioned as a symbol of village ________.,justice
Jumman’s transformation shows growth in moral ________.,understanding
Algu accepted the judgment with ________.,gratitude
Samjhu was held accountable for his ________.,actions
The story condemns misuse of ________.,power
Fair play strengthens social ________.,harmony
The narrative stresses honesty in positions of ________.,authority
Jumman’s conscience guided his final ________.,decision
The story teaches that justice ensures lasting ________.,peace
Personal loss should not affect ________.,judgment
Algu believed truth always ________.,wins
The panchayat upheld the principle of ________.,fairness
Jumman realised friendship survives through ________.,justice
The story highlights ethical leadership in ________.,society
Justice restored the broken ________.,friendship
Moral courage helped Jumman act ________.,rightly
The villagers respected honest ________.,decisions
The story emphasises justice over ________.,emotions
Fair play is essential for social ________.,balance
Algu’s trust in justice was ________.,rewarded
The lesson shows integrity leads to ________.,respect
Justice resolved both conflicts ________.,peacefully
The story promotes fairness as a moral ________.,virtue
