Question,Answer
The dog lived a ________ life.,free
The dog wanted a ________.,master
The dog wanted protection from ________.,enemies
The dog first went to the ________.,wolf
The wolf agreed to be the dog’s ________.,master
The wolf was afraid of the ________.,bear
The dog left the wolf because of ________.,fear
The dog then went to the ________.,bear
The bear was afraid of the ________.,lion
The dog left the bear and went to the ________.,lion
The lion was afraid of ________.,man
The lion was the king of the ________.,forest
The dog realised the lion was not the ________.,strongest
The dog finally chose ________ as his master.,man
Man was the most ________ creature.,powerful
The dog followed man wherever he ________.,went
The dog became loyal to ________.,man
The dog wanted to live without ________.,fear
The dog liked living with ________.,humans
The dog stopped living in the ________.,forest
The dog wanted safety more than ________.,freedom
The wolf walked behind the dog to show ________.,respect
The bear had great ________.,strength
The lion ran away when he saw a ________.,man
The dog learned who was truly ________.,strong
The story explains why dogs live with ________.,humans
The dog became a ________ animal.,domestic
The dog stayed with his ________.,master
The dog did not want to be ________.,afraid
The dog changed masters because of ________.,fear
The dog admired man’s ________.,power
The dog wanted a peaceful ________.,life
The dog trusted ________.,man
The story is about a dog’s ________.,journey
The wolf feared the ________.,bear
The bear feared the ________.,lion
The lion feared ________.,man
The dog chose the ________ master.,strongest
The dog lived happily with ________.,man
The dog’s loyalty is towards ________.,man
The dog learned about ________.,power
The dog no longer lived a ________ life.,free
The dog wanted someone to ________ him.,protect
The dog felt safe with ________.,man
The story ends with the dog finding a ________.,master
The dog became man’s faithful ________.,companion
The dog stopped worrying about ________.,danger
The dog decided never to leave ________.,man
