Question,Answer
Taro’s sense of responsibility came from love for his ________.,parents
Taro worked hard to support his ________.,family
The sound that attracted Taro was flowing ________.,water
The waterfall appeared mysterious and ________.,beautiful
Taro tasted the water and found it like ________.,sake
Taro believed the water would cheer his ________.,father
The villagers were curious about the strange ________.,water
The waterfall gained popularity among the ________.,villagers
The Emperor decided to verify the truth ________.,himself
The Emperor travelled to Taro’s ________.,village
The Emperor appreciated the waterfall’s ________.,purity
Taro never claimed false ________.,credit
The Emperor valued Taro’s ________.,honesty
Taro was rewarded for his noble ________.,conduct
The reward included gold and ________.,gifts
The Emperor ordered the waterfall to be ________.,named
The villagers admired Taro’s ________.,virtue
Taro remained humble despite his ________.,reward
The story highlights moral ________.,values
Taro’s kindness brought him unexpected ________.,fortune
Taro did not misuse the Emperor’s ________.,trust
The waterfall symbolised divine ________.,blessing
The Emperor respected truth and ________.,honesty
Taro’s life improved due to his good ________.,deeds
The villagers learned a lesson from ________.,Taro
Taro’s character was shaped by ________.,hardwork
The Emperor was impressed by Taro’s ________.,simplicity
The villagers praised Taro’s ________.,honesty
The story teaches that goodness is always ________.,rewarded
Taro’s reward brought happiness to his ________.,family
The Emperor punished those who were ________.,dishonest
Taro never exaggerated the truth about the ________.,waterfall
The villagers respected the Emperor’s ________.,judgment
Taro’s reward was a result of his moral ________.,strength
The waterfall became a place of ________.,honor
Taro’s actions reflected deep ________.,integrity
The Emperor valued character more than ________.,wealth
The villagers gathered near the ________.,waterfall
Taro’s honesty distinguished him from ________.,others
The Emperor acknowledged Taro’s selfless ________.,nature
Taro’s story promotes ethical ________.,behavior
The waterfall was named after ________.,sake
The Emperor admired Taro’s sense of ________.,duty
Taro became an example for the entire ________.,village
The story emphasises respect for ________.,parents
Taro’s truthfulness earned him royal ________.,favor
The villagers learned honesty leads to ________.,success
The story concludes with moral ________.,justice
