Question,Answer
The story is about a ________.,game
The game was played during a ________.,fair
Rasheed lived with his ________.,uncle
The fair was held in the month of ________.,November
Rasheed was attracted by colourful ________.,shops
The game involved rolling a ________.,dice
The shopkeeper tempted children with ________.,prizes
Rasheed had ________ rupees with him.,four
The shopkeeper promised Rasheed good ________.,luck
The game was based on ________.,chance
Rasheed lost his ________.,money
The prizes looked very ________.,attractive
Rasheed believed he would ________.,win
The shopkeeper was very ________.,clever
Many children gathered around the ________.,shop
Rasheed kept playing the ________.,game
Each turn depended on the number on the ________.,dice
Rasheed did not win a single ________.,prize
The shopkeeper earned a lot of ________.,money
Rasheed realised the game was ________.,unfair
He felt very ________.,sad
Rasheed learned an important ________.,lesson
Games of chance depend on ________.,luck
The shopkeeper took advantage of children’s ________.,greed
Rasheed wished he had saved his ________.,money
The fair was full of noise and ________.,crowds
Rasheed was initially very ________.,excited
The game ended in ________.,loss
Rasheed became more ________.,careful
The story warns us against ________.,gambling
Rasheed was disappointed by the ________.,game
The prizes were rarely ________.,won
The shopkeeper fooled the ________.,children
Rasheed understood the value of ________.,money
The dice was thrown again and ________.,again
The shopkeeper smiled at the children’s ________.,loss
The story teaches us not to be ________.,greedy
Rasheed returned home feeling ________.,upset
The game depended on ________.,numbers
The fair was very ________.,colourful
Rasheed lost all his ________.,rupees
The game was not based on ________.,skill
Rasheed decided never to play such ________.,games
The shopkeeper never lost ________.,money
Rasheed felt cheated by the ________.,shopkeeper
The game attracted many ________.,children
The lesson of the story is very ________.,clear
Rasheed became wiser after the ________.,experience
