Question,Answer
The chapter "Who I Am" talks about different ________.,people
Radha likes to climb ________.,trees
Radha enjoys sitting on the ________.,roof
Radha likes eating ________.,guavas
Radha likes talking to her ________.,friends
Nasir wants to become a ________.,seed
Nasir dreams of growing many ________.,trees
Nasir wants to help ________.,farmers
Rohit loves playing ________.,cricket
Rohit wants to become a ________.,cricketer
Serena likes to do ________.,gymnastics
Serena wants to be a ________.,gymnast
Serena practices very ________.,hard
Dolma wants to climb high ________.,mountains
Dolma wants to become a ________.,mountaineer
Dolma admires famous ________.,climbers
Peter likes to play ________.,football
Peter wants to score many ________.,goals
Peter enjoys being part of a ________.,team
Peter wants to become a ________.,footballer
The children talk about their ________.,dreams
Each child has different ________.,interests
The chapter shows children’s ________.,personalities
Radha likes being ________.,independent
Nasir is interested in ________.,farming
Rohit enjoys outdoor ________.,games
Serena is interested in physical ________.,fitness
Dolma loves adventure and ________.,risk
Peter enjoys teamwork and ________.,sportsmanship
The chapter has stories of ________ children.,five
Each child speaks about what they like to ________.,do
Radha likes freedom and ________.,nature
Nasir wants to make the land ________.,green
Rohit dreams of playing for the ________.,country
Serena enjoys balancing and ________.,jumping
Dolma wants to go to the top of the ________.,mountain
Peter wants to play in big ________.,matches
The chapter teaches us about self-________.,identity
Children express their thoughts ________.,freely
Each child is proud of their ________.,dream
The chapter shows respect for different ________.,choices
Radha enjoys quiet ________.,moments
Nasir thinks about the future of ________.,nature
Rohit practices every ________.,day
Serena believes practice leads to ________.,success
Dolma is not afraid of ________.,challenges
Peter likes to play with his ________.,friends
The chapter encourages children to follow their ________.,dreams
