Question,Answer
The poem presents a child’s romanticised view of adult ________.,labour
The child interprets vocation as a source of absolute ________.,freedom
The hawker symbolises autonomy and economic ________.,independence
The gardener represents creative labour connected with ________.,nature
The watchman symbolises authority without institutional ________.,control
The poem critiques rigid schooling through the child’s ________.,perspective
The child equates discipline with loss of personal ________.,liberty
The poem highlights the contrast between perceived freedom and actual ________.,responsibility
The child’s imagination filters adult labour through emotional ________.,desire
The poem reflects limited understanding of adult work’s ________.,hardships
The hawker’s movement symbolises resistance to ________.,confinement
The gardener’s playful attitude masks physical ________.,effort
The watchman’s solitude is mistaken for peaceful ________.,freedom
The poem reveals childhood impatience with structured ________.,education
The child associates happiness with absence of ________.,authority
The poem critiques compulsory routines imposed by ________.,institutions
The child’s longing reflects psychological resistance to ________.,discipline
The poem suggests freedom is subjective and shaped by ________.,perception
The hawker’s independence contrasts with the child’s lack of ________.,choice
The gardener’s labour appears joyful due to the child’s ________.,naivety
The watchman’s job is idealised despite inherent ________.,risk
The poem explores tension between imagination and ________.,reality
The child perceives work as liberation from academic ________.,pressure
The poem frames vocation as self-directed rather than ________.,imposed
The child’s observations reveal early questioning of social ________.,structures
The poem critiques authority through the lens of youthful ________.,curiosity
The hawker’s cry symbolises self-expression without external ________.,control
The gardener’s rhythm represents harmony between labour and ________.,joy
The watchman’s night duty is seen as freedom from daily ________.,supervision
The poem highlights childhood’s selective perception of adult ________.,life
The child ignores economic necessity behind adult ________.,work
The poem suggests work satisfaction depends on perceived ________.,freedom
The child’s desire reflects early formation of vocational ________.,identity
The poem examines the psychological impact of imposed ________.,routine
The hawker, gardener, and watchman symbolise alternative life ________.,paths
The child’s preference indicates resistance to hierarchical ________.,control
The poem presents vocation as imagined escape rather than ________.,obligation
The child’s envy reveals developmental conflict between dependence and ________.,autonomy
The poem critiques schooling as restrictive without acknowledging its ________.,purpose
The child’s dream of freedom is rooted in emotional ________.,impulse
The poem demonstrates how childhood imagination simplifies complex ________.,realities
The child romanticises labour as play due to limited ________.,experience
The poem frames freedom as the central criterion of vocational ________.,choice
The child’s dissatisfaction reflects universal youthful ________.,restlessness
The poem contrasts inner desire with social ________.,expectation
The hawker’s life symbolises unregulated movement and ________.,choice
The poem suggests maturity alters one’s perception of work and ________.,freedom
The child’s vision reveals early questioning of conformity and ________.,discipline
The poem ultimately presents vocation as a symbol of desired ________.,liberty
