Question,Answer
The poem is about a ________.,quarrel
The quarrel happened between two ________.,brothers
The brothers were quarrelling all ________.,morning
They argued about small ________.,things
The quarrel started for a ________.,trifle
Both brothers were very ________.,angry
They shouted at each ________.,other
The quarrel made them feel ________.,bad
They stopped talking to each ________.,other
The fight spoiled their ________.,mood
They realised the quarrel was ________.,silly
The brothers felt ________ after thinking.,sorry
They decided to stop the ________.,fight
The quarrel did not last very ________.,long
They made ________.,peace
The brothers shook ________.,hands
They laughed at their ________.,mistake
The quarrel ended in ________.,friendship
They forgot why they were ________.,fighting
The poem teaches us not to ________.,quarrel
Quarrels often start over ________.,nothing
Fighting makes people ________.,unhappy
The poem shows how anger can ________.,harm
The brothers realised peace is ________.,better
The quarrel wasted their ________.,time
They learned a good ________.,lesson
The poem encourages us to stay ________.,calm
The brothers decided to forgive each ________.,other
They understood the importance of ________.,love
The quarrel brought no ________.,happiness
They became friends again very ________.,soon
The fight started in the ________.,morning
The poem is short and ________.,simple
The brothers were united by the ________.,end
The quarrel ended with ________.,smiles
They realised anger is not ________.,useful
The poem talks about family ________.,relationships
The quarrel was a small ________.,issue
The brothers did not want to stay ________.,angry
The poem teaches the value of ________.,peace
The brothers felt relieved after making ________.,peace
The quarrel showed how anger can ________.,grow
They agreed to live in ________.,harmony
The poem ends on a ________.,happy
The quarrel was quickly ________.,resolved
The brothers chose peace over ________.,anger
The poem advises us to avoid ________.,fights
