Question,Answer
Kalpana Chawla was born in ________.,India
Kalpana Chawla was born in ________.,Karnal
Karnal is in the state of ________.,Haryana
Kalpana Chawla wanted to fly ________.,airplanes
She was interested in ________ from childhood.,aeroplanes
Kalpana Chawla studied at ________ College.,Tagore
She went to the ________ States for higher studies.,United
Kalpana Chawla became a ________.,astronaut
She worked for ________.,NASA
Kalpana Chawla went to space in a ________.,spaceship
Her first space mission was in ________.,1997
The name of her spaceship was ________.,Columbia
Kalpana Chawla was an ________ woman.,Indian-American
She loved learning about ________.,space
Kalpana Chawla’s job required great ________.,courage
She inspired many ________.,students
Kalpana Chawla believed in ________.,dreams
She completed her education in ________.,aeronautical engineering
She was very ________.,hardworking
Kalpana Chawla became a role ________.,model
She liked to ________.,fly
Her achievement made India very ________.,proud
Kalpana Chawla worked with a team of ________.,astronauts
She travelled beyond the ________.,Earth
Kalpana Chawla loved to explore the ________.,unknown
She was selected by ________.,NASA
She faced many ________.,challenges
Kalpana Chawla was determined to ________.,succeed
She followed her ________.,passion
Her story teaches us to never ________.,give up
She worked on the ________ mission.,space
Kalpana Chawla died in a ________.,accident
The accident happened in ________.,2003
The spaceship broke while returning to ________.,Earth
Kalpana Chawla’s journey inspires ________.,youth
She achieved her dreams through ________.,hard work
She believed that the sky was not the ________.,limit
Kalpana Chawla became famous all over the ________.,world
She showed great ________.,bravery
Her achievements are remembered with ________.,respect
She made her country ________.,proud
Kalpana Chawla’s life is an ________.,inspiration
She proved girls can achieve ________.,anything
She was known for her ________.,determination
Kalpana Chawla’s story motivates students to ________.,dream
She reached ________.,space
