Question,Answer
The poem explores psychological anxiety rooted in ________.,imagination
The repeated “whatif” questions reflect obsessive ________.,thinking
The poem highlights how fear is often self-________.,generated
The child’s worries stem from anticipation of negative ________.,outcomes
The poem critiques the tendency to catastrophize minor ________.,events
Fear intensifies in isolation and ________.,darkness
The poem portrays anxiety as a mental ________.,construct
The child’s imagination amplifies uncertainty into perceived ________.,threats
The poem demonstrates how fear disrupts emotional ________.,stability
The poet suggests worry lacks logical ________.,foundation
The child’s anxiety reflects fear of the unknown and ________.,failure
The poem shows how repetitive thoughts reinforce ________.,fear
The child’s concerns are hypothetical rather than ________.,real
The poem frames fear as a product of unchecked ________.,thoughts
The poet uses repetition to simulate the cycle of ________.,anxiety
The poem reflects how fear distorts rational ________.,thinking
The child’s mental distress results from imagined ________.,scenarios
The poem highlights the difference between possibility and ________.,probability
Fear dominates when imagination overrides ________.,reason
The poem critiques excessive anticipation of future ________.,problems
The child’s fear represents common childhood psychological ________.,insecurity
The poem suggests awareness can break the cycle of ________.,worry
The child’s anxiety fades once reality contradicts imagined ________.,outcomes
The poem implies fear thrives without factual ________.,evidence
The poet shows how imagination can overpower emotional ________.,control
The poem associates nighttime with heightened ________.,anxiety
The child’s fear demonstrates the mind’s tendency to expect the ________.,worst
The poem reflects internal conflict between reason and ________.,fear
The poet suggests fear is maintained through repetitive mental ________.,patterns
The poem presents worry as a barrier to emotional ________.,peace
The child’s anxiety highlights vulnerability of youthful ________.,minds
The poem critiques the habit of predicting negative ________.,futures
The child’s fear exists despite lack of external ________.,threat
The poem positions courage as the ability to confront ________.,thoughts
The poet shows fear dissolves when faced with ________.,reality
The poem illustrates the impermanence of imagined ________.,fears
The child’s experience reflects cognitive patterns of ________.,overthinking
The poem implies self-awareness reduces psychological ________.,stress
Fear in the poem is portrayed as learned mental ________.,behavior
The poem emphasises the importance of rational ________.,perspective
The child’s anxiety teaches a lesson in emotional ________.,management
The poem presents fear as an illusion created by ________.,imagination
The poet encourages trust in reality rather than ________.,assumptions
The poem highlights how fear feeds on uncertainty and ________.,doubt
The child’s worry cycle ends with experiential ________.,realisation
The poem affirms that imagined fears rarely materialise into ________.,reality
The poem suggests peace comes from acceptance and ________.,calm
The child’s journey reflects growth in emotional ________.,maturity
The poem concludes by rejecting fear born of ________.,imagination
