Question,Answer
Define a point.,A point shows a position and has no length, breadth, or height.
Define a line.,A line is a straight path extending in both directions with no end.
Define a line segment.,A part of a line with two endpoints.
Define a ray.,A line that starts at a point and extends infinitely in one direction.
Define an angle.,An angle is formed by two rays with a common endpoint.
What is a triangle?,A polygon with three sides and three angles.
What is a quadrilateral?,A polygon with four sides and four angles.
Name types of triangles based on sides.,Equilateral, Isosceles, Scalene.
Name types of triangles based on angles.,Acute, Right, Obtuse.
Define an equilateral triangle.,A triangle with all sides equal and all angles 60°.
Define an isosceles triangle.,A triangle with two equal sides and two equal angles.
Define a scalene triangle.,A triangle with all sides of different lengths.
Define a right-angled triangle.,A triangle with one angle equal to 90°.
Define an acute triangle.,A triangle with all angles less than 90°.
Define an obtuse triangle.,A triangle with one angle greater than 90°.
Define a square.,A quadrilateral with all sides equal and all angles 90°.
Define a rectangle.,A quadrilateral with opposite sides equal and all angles 90°.
Define a rhombus.,A quadrilateral with all sides equal but angles not necessarily 90°.
Define a parallelogram.,A quadrilateral with opposite sides equal and parallel.
Define a trapezium.,A quadrilateral with only one pair of opposite sides parallel.
Define a polygon.,A closed figure with straight sides.
Name examples of polygons.,Triangle, Quadrilateral, Pentagon, Hexagon.
What is a circle?,A closed curve where all points are equidistant from the center.
Define the radius of a circle.,Distance from center to any point on the circle.
Define the diameter of a circle.,Distance across the circle passing through the center.
Define the circumference of a circle.,The distance around the circle.
Define a sector of a circle.,A part of a circle enclosed by two radii and the arc.
Define a segment of a circle.,A part of a circle enclosed by a chord and the arc.
Define parallel lines.,Lines in a plane that never meet.
Define perpendicular lines.,Lines that meet at a 90° angle.
Define intersecting lines.,Lines that meet at any angle other than 90°.
Define a polygon with five sides.,Pentagon.
Define a polygon with six sides.,Hexagon.
Define a polygon with eight sides.,Octagon.
Define regular polygon.,A polygon with all sides and angles equal.
Define irregular polygon.,A polygon with sides and angles not equal.
Define convex polygon.,A polygon with all interior angles less than 180°.
Define concave polygon.,A polygon with one interior angle greater than 180°.
What is a diagonal?,A line joining two non-adjacent vertices of a polygon.
Number of diagonals in a triangle?,3
Number of diagonals in a quadrilateral?,2
Number of diagonals in a pentagon?,5
Number of diagonals in a hexagon?,9
Define angle bisector.,A line that divides an angle into two equal parts.
Define adjacent angles.,Two angles that have a common vertex and a common side.
Define complementary angles.,Two angles whose sum is 90°.
Define supplementary angles.,Two angles whose sum is 180°.
Define vertically opposite angles.,Angles opposite to each other when two lines intersect.
What is a circle's chord?,A line segment joining two points on a circle.
Define tangent of a circle.,A line that touches the circle at exactly one point.
Define secant of a circle.,A line that intersects the circle at two points.
