Question,Answer
Define a decimal number.,A number with digits after the decimal point.
Write 0.5 as a fraction.,1/2
Write 0.25 as a fraction.,1/4
Write 3/4 as a decimal.,0.75
Write 7/10 as a decimal.,0.7
Place value of 5 in 3.57?,0.05
Place value of 3 in 3.57?,3
Place value of 7 in 3.57?,0.07
Add 1.2 + 2.3.,3.5
Add 3.45 + 1.55.,5.0
Subtract 5.6 - 2.3.,3.3
Subtract 7.25 - 3.5.,3.75
Multiply 0.5 × 0.2.,0.1
Multiply 1.2 × 0.5.,0.6
Divide 0.6 ÷ 0.2.,3
Divide 1.5 ÷ 0.5.,3
Compare 0.6 and 0.56.,0.6 > 0.56
Compare 0.75 and 0.8.,0.75 < 0.8
Round 3.276 to 1 decimal.,3.3
Round 5.842 to 2 decimals.,5.84
Convert 0.125 to fraction.,1/8
Convert 0.6 to fraction.,3/5
Convert 7/8 to decimal.,0.875
Convert 3/20 to decimal.,0.15
Add 1.25 + 2.75.,4.0
Subtract 5.6 - 3.45.,2.15
Multiply 2.5 × 0.4.,1.0
Divide 0.9 ÷ 0.3.,3
Express 0.75 in words.,Seventy-five hundredths
Express 1.25 in words.,One and twenty-five hundredths
Express 0.6 in words.,Six tenths
Express 3.05 in words.,Three and five hundredths
Write 0.125 as thousandths.,125/1000
Place value of 2 in 3.276?,0.2
Place value of 7 in 3.276?,0.07
Place value of 6 in 3.276?,0.006
Compare 0.305 and 0.35.,0.305 < 0.35
Compare 0.5 and 0.50.,Equal
Round 4.678 to nearest whole number.,5
Round 3.276 to nearest tenth.,3.3
Round 5.842 to nearest hundredth.,5.84
Add 0.25 + 0.75.,1.0
Subtract 0.8 - 0.45.,0.35
Multiply 0.6 × 0.5.,0.3
Divide 0.9 ÷ 0.3.,3
Convert 7/20 to decimal.,0.35
Convert 3/4 to decimal.,0.75
Write 0.875 as fraction.,7/8
Compare 0.125 and 0.12.,0.125 > 0.12
Round 0.876 to nearest tenth.,0.9
Round 2.345 to nearest hundredth.,2.35
