Question,Answer
Define symmetry.,When a figure can be divided into two identical halves.
What is a line of symmetry?,A line dividing a figure into two identical parts.
How many lines of symmetry does a square have?,4
How many lines of symmetry does a rectangle have?,2
How many lines of symmetry does an equilateral triangle have?,3
How many lines of symmetry does an isosceles triangle have?,1
How many lines of symmetry does a scalene triangle have?,0
Define rotational symmetry.,A figure looks the same after rotation by certain degrees.
Find the order of rotational symmetry of a square.,4
Find the order of rotational symmetry of an equilateral triangle.,3
Find the order of rotational symmetry of a rectangle.,2
Find the order of rotational symmetry of a circle.,Infinite
Define reflection symmetry.,When one half is the mirror image of the other.
Give an example of a figure with no symmetry.,Scalene triangle
Draw a line of symmetry for a rectangle.,Line through midpoints of opposite sides
Draw a line of symmetry for an equilateral triangle.,Line from vertex to midpoint of opposite side
Find number of lines of symmetry of a regular pentagon.,5
Find number of lines of symmetry of a regular hexagon.,6
State the line of symmetry of the letter A.,Vertical
State the line of symmetry of the letter M.,Vertical
State the line of symmetry of the letter T.,Vertical
State the line of symmetry of the letter H.,Vertical
State the line of symmetry of the letter O.,Vertical and Horizontal
Define symmetry in nature.,When natural objects show balance or mirror images.
Find lines of symmetry in an isosceles trapezium.,1
Find lines of symmetry in a circle.,Infinite
Find rotational symmetry of regular hexagon.,6
Find rotational symmetry of regular octagon.,8
Find lines of symmetry in a regular octagon.,8
Find lines of symmetry in an equilateral triangle.,3
Find lines of symmetry in a square.,4
State rotational symmetry of rectangle.,2
State rotational symmetry of parallelogram.,2
State rotational symmetry of circle.,Infinite
State rotational symmetry of scalene triangle.,0
State rotational symmetry of isosceles triangle.,1
Draw line of symmetry in heart shape.,Vertical
Draw line of symmetry in rectangle.,Vertical or Horizontal
Draw line of symmetry in equilateral triangle.,3 lines from vertices to midpoints
Draw line of symmetry in kite.,1 vertical line
Draw line of symmetry in regular pentagon.,5 lines through vertices
Draw line of symmetry in regular hexagon.,6 lines through vertices
Draw line of symmetry in letter X.,2
Draw line of symmetry in letter Y.,1
Draw line of symmetry in letter S.,0
Draw line of symmetry in letter Z.,0
Define bilateral symmetry.,Mirror symmetry on one plane.
Define radial symmetry.,Symmetry around a central point.
Identify symmetry of sunflower.,Radial symmetry
Identify symmetry of butterfly.,Bilateral symmetry
