Question,Option A,Option B,Option C,Option D,Correct Answer
Which part of the plant conducts water?,Stem,Root,Leaf,Flower,Stem
Which part of the plant anchors it to the soil?,Root,Stem,Leaf,Flower,Root
Which part of the plant performs photosynthesis?,Leaf,Root,Stem,Flower,Leaf
Which part of the plant is involved in reproduction?,Flower,Leaf,Stem,Root,Flower
Which part of the plant transports food?,Xylem,Phloem,Root,Leaf,Phloem
Which tissue conducts water in plants?,Xylem,Phloem,Parenchyma,Cambium,Xylem
Which tissue conducts food in plants?,Phloem,Xylem,Parenchyma,Cambium,Phloem
Which part of the plant stores food?,Root,Stem,Leaf,Flower,Root
Which of the following plants have fibrous roots?,Wheat,Carrot,Radish,Turnip,Wheat
Which of the following plants have tap roots?,Carrot,Wheat,Grass,Rice,Carrot
Which of the following is a modified stem?,Potato,Carrot,Beetroot,Radish,Potato
Which of the following is a modified root?,Carrot,Potato,Onion,Tomato,Carrot
Which of the following is a climber plant?,Pea,Sunflower,Rose,Mango,Pea
Which plant part attracts insects for pollination?,Flower,Leaf,Stem,Root,Flower
Which plant reproduces by seeds?,Rose,Grass,Potato,Onion,Rose
Which plant reproduces by vegetative propagation?,Potato,Sunflower,Rose,Mango,Potato
Which part of the flower becomes fruit?,Ovary,Stamen,Petal,Sepal,Ovary
Which part of the flower produces pollen?,Stamen,Ovary,Petal,Sepal,Stamen
Which part of the plant protects flower in bud?,Sepal,Petal,Stamen,Ovary,Sepal
Which of the following plants are monocots?,Rice,Pea,Mango,Sunflower,Rice
Which of the following plants are dicots?,Pea,Rice,Grass,Wheat,Pea
Which part of the root absorbs water?,Root hair,Main root,Stem,Leaf,Root hair
Which part of the plant transports water?,Xylem,Phloem,Leaf,Cambium,Xylem
Which of the following helps in seed dispersal?,Wind,Water,Animals,All of these,All of these
Which of the following is a non-green plant?,Fungi,Rose,Grass,Sunflower,Fungi
Which of the following is a photosynthetic plant?,Rose,Fungi,Mushroom,Moss,Rose
Which plant produces underground stem?,Potato,Carrot,Radish,Onion,Potato
Which plant stores food in leaves?,Spinach,Carrot,Potato,Beetroot,Spinach
Which plant stores food in root?,Carrot,Potato,Spinach,Onion,Carrot
Which plant stores food in stem?,Potato,Carrot,Radish,Spinach,Potato
Which plant reproduces by runners?,Strawberry,Rose,Mango,Pea,Strawberry
Which plant reproduces by suckers?,Sugarcane,Rose,Mango,Potato,Sugarcane
Which of the following plants is insect-pollinated?,Hibiscus,Wheat,Rice,Grass,Hibiscus
Which of the following plants is wind-pollinated?,Grass,Rose,Hibiscus,Mango,Grass
Which plant reproduces by fragmentation?,Moss,Rose,Sunflower,Potato,Moss
Which of the following is a xerophyte?,Cactus,Mango,Rice,Pea,Cactus
Which of the following is a hydrophyte?,Water lily,Sunflower,Cactus,Rose,Water lily
Which plant part contains stomata?,Leaf,Stem,Root,Flower,Leaf
Which part of the plant protects young leaves?,Bud,Sepal,Petal,Root,Bud
Which of the following is a carnivorous plant?,Venus flytrap,Rose,Sunflower,Grass,Venus flytrap
Which plant reproduces by spores?,Fern,Rose,Pea,Rice,Fern
Which of the following is a climber plant?,Grapevine,Mango,Sunflower,Rose,Grapevine
Which part of the plant contains chlorophyll?,Leaf,Stem,Root,Flower,Leaf
Which plant exhibits phototropism?,Sunflower,Rose,Grass,Potato,Sunflower
Which plant exhibits geotropism?,Root,Stem,Leaf,Flower,Root
Which plant exhibits hydrotropism?,Root,Stem,Leaf,Flower,Root
Which plant exhibits thigmotropism?,Climbers,Grass,Sunflower,Rose,Climbers
Which part of the plant is used for grafting?,Stem,Root,Leaf,Flower,Stem
Which plant is used in vegetative propagation by cutting?,Rose,Mango,Pea,Rice,Rose
Which plant stores water in stem?,Cactus,Potato,Carrot,Rose,Cactus
Which plant stores starch in stem?,Potato,Carrot,Onion,Rice,Potato
Which plant reproduces by bulbs?,Onion,Rose,Potato,Pea,Onion
Which plant reproduces by tubers?,Potato,Rose,Onion,Pea,Potato
Which plant reproduces by runners?,Strawberry,Rice,Mango,Pea,Strawberry
Which plant reproduces by suckers?,Sugarcane,Rose,Pea,Rice,Sugarcane
