Question,Option A,Option B,Option C,Option D,Correct Answer
Which fibre is obtained from plants?,Cotton,Wool,Silk,Nylon,Cotton
Which fibre is obtained from animals?,Wool,Cotton,Jute,Flax,Wool
Silk is obtained from?,Silkworm,Sheep,Cotton plant,Jute plant,Silkworm
Which plant gives us cotton?,Cotton plant,Tea plant,Jute plant,Sugarcane,Cotton plant
Which animal gives us wool?,Sheep,Hen,Cow,Buffalo,Sheep
Which fibre is synthetic?,Nylon,Cotton,Wool,Silk,Nylon
Which of these is a natural fibre?,Jute,Polyester,Nylon,Acrylic,Jute
Which fibre is used to make gunny bags?,Jute,Cotton,Silk,Wool,Jute
Which fibre keeps us warm?,Wool,Cotton,Jute,Nylon,Wool
Which fibre is used to make sweaters?,Wool,Cotton,Silk,Jute,Wool
Which fibre comes from cocoons?,Silk,Cotton,Wool,Jute,Silk
Which of these is a plant fibre?,Cotton,Silk,Wool,Nylon,Cotton
Which fibre is strong and durable?,Nylon,Cotton,Wool,Jute,Nylon
Which fibre is artificial?,Polyester,Cotton,Wool,Silk,Polyester
Which fibre is obtained from sheep hair?,Wool,Cotton,Silk,Nylon,Wool
Which fibre is obtained from cotton bolls?,Cotton,Wool,Silk,Jute,Cotton
Which fibre is used to make ropes?,Jute,Cotton,Silk,Wool,Jute
Which fibre is smooth and shiny?,Silk,Wool,Cotton,Jute,Silk
Which fibre is lightweight and strong?,Nylon,Cotton,Wool,Silk,Nylon
Which fibre is used to make sacks?,Jute,Cotton,Wool,Silk,Jute
Which of these is a synthetic fibre?,Acrylic,Wool,Cotton,Jute,Acrylic
Which fibre absorbs sweat?,Cotton,Nylon,Polyester,Acrylic,Cotton
Which fibre is obtained from silkworm?,Silk,Wool,Cotton,Jute,Silk
Which fibre is made from petrochemicals?,Nylon,Cotton,Wool,Silk,Nylon
Which fibre is warm in winter?,Wool,Cotton,Jute,Nylon,Wool
Which fibre is cool in summer?,Cotton,Wool,Silk,Nylon,Cotton
Which fibre is man-made?,Polyester,Cotton,Wool,Silk,Polyester
Which fibre is natural?,Silk,Nylon,Polyester,Acrylic,Silk
Which fibre is obtained from plants?,Jute,Silk,Wool,Nylon,Jute
Which fibre is shiny?,Silk,Cotton,Wool,Jute,Silk
Which fibre is used for making carpets?,Wool,Cotton,Jute,Silk,Wool
Which fibre is durable?,Nylon,Cotton,Silk,Wool,Nylon
Which fibre comes from flax plant?,Linen,Wool,Silk,Cotton,Linen
Which fibre is used to make fishing nets?,Nylon,Jute,Cotton,Wool,Nylon
Which fibre is obtained from animals?,Silk,Cotton,Jute,Flax,Silk
Which fibre is obtained from plant stem?,Jute,Cotton,Wool,Silk,Jute
Which fibre is soft?,Cotton,Nylon,Jute,Wool,Cotton
Which fibre is artificial silk?,Rayon,Cotton,Wool,Jute,Rayon
Which fibre is synthetic and stretchy?,Spandex,Cotton,Wool,Silk,Spandex
Which fibre is obtained from sheep?,Wool,Silk,Cotton,Nylon,Wool
Which fibre is made by humans?,Nylon,Cotton,Silk,Wool,Nylon
Which fibre is used for clothes?,Cotton,Jute,Coir,Wool,Cotton
Which fibre is used for making mats?,Jute,Cotton,Silk,Nylon,Jute
Which fibre is obtained from cocoon?,Silk,Wool,Cotton,Jute,Silk
Which fibre is rough?,Jute,Cotton,Wool,Silk,Jute
Which fibre is shiny and smooth?,Silk,Cotton,Wool,Jute,Silk
Which fibre is obtained from plants?,Cotton,Silk,Wool,Nylon,Cotton
Which fibre is used to make bags?,Jute,Cotton,Silk,Wool,Jute
