Question,Option A,Option B,Option C,Option D,Correct Answer
Which pole of a magnet attracts the north pole of another magnet?,South,North,Both,None,South
Which pole of a magnet repels the north pole of another magnet?,North,South,Both,None,North
Magnets attract which type of materials?,Iron,Wood,Plastic,Rubber,Iron
Magnets repel which type of materials?,Wood,Iron,Copper,Steel,Wood
Which of the following is a natural magnet?,Magnetite,Alnico,Bar magnet,Electromagnet,Magnetite
Which of the following is a temporary magnet?,Iron,Steel,Nickel,Cobalt,Iron
Which of the following is a permanent magnet?,Steel,Iron,Copper,Aluminium,Steel
Which part of magnet has strongest magnetic force?,Poles,Middle,Edges,Center,Poles
Which part of magnet has weakest magnetic force?,Middle,Poles,Edges,None,Middle
Which instrument measures magnetic field?,Galvanometer,Compass,Voltmeter,Ammeter,Compass
Which direction does a compass needle point?,North-South,East-West,Up-Down,Random,North-South
Which magnet can be turned on/off?,Electromagnet,Bar magnet,Steel magnet,Alnico magnet,Electromagnet
Which magnet is used in electric bell?,Electromagnet,Bar magnet,Steel magnet,Alnico magnet,Electromagnet
Which magnet is used in cranes to lift iron?,Electromagnet,Bar magnet,Steel magnet,Alnico magnet,Electromagnet
Which magnet loses magnetism slowly?,Soft iron,Hard steel,Aluminium,Nickel,Soft iron
Which magnet retains magnetism for long time?,Hard steel,Soft iron,Aluminium,Copper,Hard steel
Which property allows magnet to attract iron?,Magnetism,Electricity,Gravity,Friction,Magnetism
Which property allows magnet to repel another magnet?,Magnetism,Gravity,Friction,Electricity,Magnetism
Which part of Earth behaves like a giant magnet?,Core,Crust,Atmosphere,Oceans,Core
Which pole of Earth corresponds to magnetic south pole?,North,South,Both,None,North
Which pole of Earth corresponds to magnetic north pole?,South,North,Both,None,South
Which device shows direction of magnetic field?,Compass,Voltmeter,Ammeter,Galvanometer,Compass
Which device is used in navigation?,Compass,Voltmeter,Ammeter,Galvanometer,Compass
Which is a non-magnetic material?,Wood,Iron,Nickel,Cobalt,Wood
Which is a magnetic material?,Cobalt,Plastic,Wood,Glass,Cobalt
Which magnet is shaped like U?,Horseshoe,Bar,Disc,Needle,Horseshoe
Which magnet is shaped like stick?,Bar,Horseshoe,Disc,Needle,Bar
Which magnet is shaped like round disc?,Disc,Bar,Horseshoe,Needle,Disc
Which magnet is shaped like needle?,Needle,Disc,Bar,Horseshoe,Needle
Which phenomenon is used in MRI?,Magnetism,Electricity,Gravity,Friction,Magnetism
Which part of magnet should be avoided when storing?,Poles,Middle,Edges,None,Poles
Which magnet can be made by rubbing steel with magnet?,Temporary,Electromagnet,Permanent,Bar,Temporary
Which magnet can be made by placing coil over current-carrying wire?,Electromagnet,Bar,Disc,Horseshoe,Electromagnet
Which material is attracted by magnet?,Iron,Plastic,Wood,Glass,Iron
Which material is not attracted by magnet?,Plastic,Iron,Nickel,Cobalt,Plastic
Which magnet is used in loudspeaker?,Electromagnet,Bar,Horseshoe,Disc,Electromagnet
Which magnet is used in electric motor?,Electromagnet,Bar,Horseshoe,Disc,Electromagnet
Which device converts electrical energy to mechanical using magnet?,Electric motor,Electric bulb,Heater,Cell,Electric motor
Which device converts mechanical energy to electrical using magnet?,Electric generator,Electric motor,Cell,Resistor,Electric generator
Which material can be magnetized?,Iron,Plastic,Wood,Rubber,Iron
Which material cannot be magnetized?,Plastic,Iron,Steel,Nickel,Plastic
Which is stronger magnet?,Electromagnet,Bar,Horseshoe,Disc,Electromagnet
Which magnet is weakest?,Bar,Horseshoe,Electromagnet,Disc,Disc
Which magnet is used in cranes to lift cars?,Electromagnet,Bar,Horseshoe,Disc,Electromagnet
Which magnet is used in door bells?,Electromagnet,Bar,Horseshoe,Disc,Electromagnet
Which type of magnet can be switched on/off easily?,Electromagnet,Bar,Horseshoe,Disc,Electromagnet
Which type of magnet is permanent?,Bar,Horseshoe,Disc,Electromagnet,Bar
Which type of magnet loses magnetism easily?,Soft iron,Hard steel,Bar,Horseshoe,Soft iron
Which type of magnet retains magnetism longest?,Hard steel,Soft iron,Electromagnet,Bar,Hard steel
Which magnet is used in magnetic switch?,Electromagnet,Bar,Horseshoe,Disc,Electromagnet
Which magnet is used in loudspeaker coil?,Electromagnet,Bar,Horseshoe,Disc,Electromagnet
Which magnet is used in electric bell?,Electromagnet,Bar,Horseshoe,Disc,Electromagnet
Which property of magnet is responsible for compass working?,Magnetism,Gravity,Friction,Electricity,Magnetism
