Question,Option A,Option B,Option C,Option D,Correct Answer
What is the source of natural light?,Sun,Lamp,Candle,Electric bulb,Sun
Which of the following is a luminous object?,Sun,Moon,Table,Chair,Sun
Which of the following is a non-luminous object?,Moon,Sun,Lamp,Fire, Moon
What is a shadow?,Region where light is blocked,Region of reflection,Region of refraction,Region of emission,Region where light is blocked
Which surface gives clear reflection?,Plane mirror,Rough wall,Cloth,Paper,Plane mirror
Which type of image is formed by plane mirror?,Virtual,Real,Inverted,Upright,Virtual
Which mirror converges light rays?,Concave,Convex,Plane,Dome,Concave
Which mirror diverges light rays?,Convex,Concave,Plane,Dome,Convex
Which mirror is used in rear-view of vehicles?,Convex,Concave,Plane,Dome,Convex
Which mirror is used in torches?,Concave,Convex,Plane,Dome,Concave
Which mirror is used as shaving mirror?,Concave,Convex,Plane,Dome,Concave
Which mirror is used in dressing room?,Plane,Convex,Concave,Dome,Plane
What type of image is formed by concave mirror for distant object?,Real,Virtual,Inverted,Upright,Real
What type of image is formed by concave mirror for near object?,Virtual,Real,Inverted,Upright,Virtual
Which mirror always forms virtual image?,Plane,Concave,Convex,Dome,Plane
Which mirror always forms diminished image?,Convex,Concave,Plane,Dome,Convex
Which mirror can form magnified image?,Concave,Convex,Plane,Dome,Concave
Which property of light allows us to see objects?,Reflection,Refraction,Diffusion,Diffraction,Reflection
Which property of light allows bending of light when it passes from one medium to another?,Refraction,Reflection,Diffusion,Diffraction,Refraction
Which property of light is responsible for rainbow formation?,Refraction,Reflection,Diffusion,Diffraction,Refraction
Which property of light is used in periscope?,Reflection,Refraction,Diffusion,Diffraction,Reflection
Which property of light helps us see colors?,Dispersion,Diffusion,Refraction,Reflection,Dispersion
Which phenomenon is observed when sunlight passes through prism?,Dispersion,Reflection,Diffusion,Refraction,Dispersion
Which mirror is used in headlights of vehicles?,Concave,Convex,Plane,Dome,Concave
Which mirror is used in street lights?,Convex,Concave,Plane,Dome,Convex
Which mirror is used in solar furnace?,Concave,Convex,Plane,Dome,Concave
Which mirror is used in microscopes?,Plane,Concave,Convex,Dome,Concave
Which surface diffuses light?,Rough,Plane,Concave,Convex,Rough
Which surface reflects light regularly?,Plane,Rough,Concave,Convex,Plane
Which surface reflects light irregularly?,Rough,Plane,Concave,Convex,Rough
Which type of mirror is used in security mirrors?,Convex,Concave,Plane,Dome,Convex
Which type of image is formed by convex mirror?,Virtual,Upright,Real,Diminished,Virtual
Which type of image is diminished in size?,Convex,Concave,Plane,Dome,Convex
Which type of image is magnified in size?,Concave,Convex,Plane,Dome,Concave
Which phenomenon produces rainbow?,Dispersion,Diffusion,Reflection,Refraction,Dispersion
Which mirror is used by dentist?,Concave,Convex,Plane,Dome,Concave
Which mirror is used in flashlight?,Concave,Convex,Plane,Dome,Concave
Which mirror is used in dressing table?,Plane,Concave,Convex,Dome,Plane
Which phenomenon causes mirage?,Refraction,Reflection,Diffusion,Dispersion,Refraction
Which is a transparent medium?,Glass,Wood,Paper,Brick,Glass
Which is a translucent medium?,Frosted glass,Glass,Wood,Brick,Frosted glass
Which is an opaque medium?,Wood,Glass,Water,Air,Wood
Which phenomenon is observed in a pinhole camera?,Image formation,Dispersion,Diffusion,Refraction,Image formation
Which image is formed in pinhole camera?,Inverted,Virtual,Upright,Magnified,Inverted
Which is used to focus light in telescope?,Lens,Mirror,Screen,Glass,Lens
Which is used in magnifying glass?,Convex lens,Concave lens,Plane mirror,Convex mirror,Convex lens
Which type of lens is used in concave mirror?,Convex,Concave,Plane,Convex mirror,Concave
Which type of lens is used in projector?,Convex,Concave,Plane,Convex mirror,Convex
Which phenomenon is responsible for twinkling of stars?,Refraction,Reflection,Diffusion,Dispersion,Refraction
Which phenomenon produces rainbow from sunlight?,Dispersion,Refraction,Reflection,Diffusion,Dispersion
Which phenomenon is responsible for seeing object in mirror?,Reflection,Refraction,Dispersion,Diffusion,Reflection
Which type of mirror is used in traffic signals?,Plane,Convex,Concave,Dome,Convex
Which lens is used in camera?,Convex,Concave,Plane,Dome,Convex
Which lens is used in spectacles for myopia?,Concave,Convex,Plane,Dome,Concave
Which lens is used in spectacles for hypermetropia?,Convex,Concave,Plane,Dome,Convex
Which type of shadow is formed when light source is small?,Umbra,Penumba,Full,Partial,Umbra
Which type of shadow is formed when light source is large?,Penumbra,Umbra,Full,Partial,Penumbra
