Question,Option A,Option B,Option C,Option D,Correct Answer
Which type of joint allows free movement in all directions?,Ball and socket,Hinge,Pivot,Fixed,Ball and socket
Which type of joint is found in the elbow?,Hinge,Ball and socket,Pivot,Fixed,Hinge
Which type of joint allows rotation?,Pivot,Hinge,Ball and socket,Fixed,Pivot
Which joint does not allow movement?,Fixed,Hinge,Ball and socket,Pivot,Fixed
Which bone protects the brain?,Skull,Rib,Vertebra,Femur,Skull
Which bone protects the heart and lungs?,Rib,Skull,Femur,Vertebra,Rib
Which bone is longest in the human body?,Femur,Humerus,Tibia,Skull,Femur
Which part of skeleton is axial?,Skull,Rib,Humerus,Femur,Skull
Which part of skeleton is appendicular?,Femur,Rib,Skull,Vertebra,Femur
Which is an involuntary muscle?,Heart,Biceps,Quadriceps,Triceps,Heart
Which is a voluntary muscle?,Biceps,Heart,Stomach,Liver,Biceps
Which muscle helps in bending the arm?,Biceps,Triceps,Quadriceps,Deltoid,Biceps
Which muscle helps in straightening the arm?,Triceps,Biceps,Quadriceps,Deltoid,Triceps
Which type of muscle is found in the stomach?,Smooth,Striated,Cardiac,Voluntary,Smooth
Which type of muscle is found in the heart?,Cardiac,Smooth,Striated,Voluntary,Cardiac
Which type of muscle is striated?,Biceps,Heart,Stomach,Liver,Biceps
Which type of muscles are attached to bones?,Striated,Cardiac,Smooth,Involuntary,Striated
Which muscle helps in walking?,Quadriceps,Heart,Biceps,Stomach,Quadriceps
Which joint allows movement in one plane?,Hinge,Ball and socket,Pivot,Fixed,Hinge
Which joint allows movement in many directions?,Ball and socket,Hinge,Pivot,Fixed,Ball and socket
Which joint is found in the neck?,Pivot,Hinge,Ball and socket,Fixed,Pivot
Which joint is found in the wrist?,Condyloid,Hinge,Ball and socket,Pivot,Condyloid
Which joint is found in the fingers?,Hinge,Ball and socket,Pivot,Fixed,Hinge
Which joint is found in the shoulder?,Ball and socket,Hinge,Pivot,Fixed,Ball and socket
Which joint is found in the knee?,Hinge,Ball and socket,Pivot,Fixed,Hinge
Which bone forms the backbone?,Vertebra,Femur,Rib,Skull,Vertebra
Which part of skeleton supports body weight?,Leg bones,Arm bones,Rib,Skull,Leg bones
Which muscle type works continuously without fatigue?,Cardiac,Smooth,Striated,Voluntary,Cardiac
Which muscle is voluntary?,Quadriceps,Heart,Stomach,Liver,Quadriceps
Which muscle helps in movement of food in intestine?,Smooth,Striated,Cardiac,Voluntary,Smooth
Which muscle helps in pumping blood?,Cardiac,Smooth,Striated,Voluntary,Cardiac
Which bone connects shoulder to elbow?,Humerus,Femur,Tibia,Rib,Humerus
Which bone connects hip to knee?,Femur,Humerus,Tibia,Vertebra,Femur
Which bone forms the lower leg?,Tibia,Humerus,Femur,Rib,Tibia
Which bone forms the upper arm?,Humerus,Femur,Tibia,Skull,Humerus
Which bone protects spinal cord?,Vertebra,Skull,Rib,Femur,Vertebra
Which is a long bone?,Femur,Skull,Rib,Vertebra,Femur
Which is a short bone?,Carpals,Femur,Skull,Rib,Carpals
Which is a flat bone?,Rib,Carpals,Femur,Phalanges,Rib
Which is an irregular bone?,Vertebra,Femur,Rib,Carpals,Vertebra
Which type of joint is found in ankle?,Hinge,Ball and socket,Pivot,Fixed,Hinge
Which joint allows circular movement?,Ball and socket,Hinge,Pivot,Fixed,Ball and socket
Which joint allows side to side movement?,Condyloid,Hinge,Ball and socket,Pivot,Condyloid
Which joint is found in thumb?,Saddle,Hinge,Ball and socket,Pivot,Saddle
Which joint is found in elbow?,Hinge,Ball and socket,Pivot,Fixed,Hinge
Which joint is found in hip?,Ball and socket,Hinge,Pivot,Fixed,Ball and socket
Which muscles help in bending back?,Latissimus dorsi,Biceps,Triceps,Deltoid,Latissimus dorsi
Which muscles help in lifting arm?,Deltoid,Biceps,Triceps,Quadriceps,Deltoid
Which muscles help in bending knee?,Hamstring,Quadriceps,Biceps,Triceps,Hamstring
Which muscles help in straightening knee?,Quadriceps,Hamstring,Biceps,Triceps,Quadriceps
Which is a hinge joint?,Elbow,Shoulder,Neck,Hip,Elbow
Which is a ball and socket joint?,Hip,Elbow,Neck,Knee,Hip
Which muscle helps in chewing?,Masseter,Biceps,Triceps,Deltoid,Masseter
Which muscle helps in smiling?,Zygomatic,Masseter,Triceps,Deltoid,Zygomatic
