Question,Option A,Option B,Option C,Option D,Correct Answer
Which of the following is a metal?,Iron,Wood,Plastic,Glass,Iron
Which of the following is a non-metal?,Copper,Rubber,Iron,Aluminium,Rubber
Which of the following is a mixture?,Salt,Air,Water,Hydrogen,Air
Which of the following is a compound?,Water,Air,Iron,Plastic,Water
Which of the following is an alloy?,Brass,Iron,Plastic,Wood,Brass
Which material is magnetic?,Copper,Iron,Wood,Plastic,Iron
Which of the following is a conductor of electricity?,Wood,Plastic,Copper,Rubber,Copper
Which of the following is an insulator?,Copper,Aluminium,Rubber,Iron,Rubber
Which of the following is transparent?,Glass,Wood,Iron,Plastic,Glass
Which of the following is opaque?,Glass,Wood,Plastic,Copper,Wood
Which of the following can be bent easily?,Aluminium,Iron,Glass,Stone,Aluminium
Which of the following is elastic?,Rubber,Wood,Iron,Stone,Rubber
Which of the following is used to make utensils?,Copper,Plastic,Wood,Rubber,Copper
Which of the following is used to make wires?,Aluminium,Wood,Plastic,Rubber,Aluminium
Which of the following floats in water?,Stone,Wood,Iron,Glass,Wood
Which of the following sinks in water?,Wood,Plastic,Iron,Oil,Iron
Which of the following is malleable?,Gold,Glass,Wood,Rubber,Gold
Which of the following is ductile?,Copper,Wood,Plastic,Rubber,Copper
Which of the following is brittle?,Glass,Rubber,Aluminium,Gold,Glass
Which of the following is used to make ropes?,Jute,Cotton,Silk,Wool,Jute
Which of the following is transparent and flexible?,Plastic,Glass,Wood,Iron,Plastic
Which of the following is a natural fibre?,Cotton,Nylon,Polyester,Rayon,Cotton
Which of the following is a synthetic fibre?,Cotton,Wool,Nylon,Silk,Nylon
Which of the following is a compound used in daily life?,Sugar,Air,Iron,Wood,Sugar
Which of the following is a pure substance?,Water,Air,Milk,Soil,Water
Which of the following is a homogeneous mixture?,Sugar solution,Soil,Sand,Wood,Sugar solution
Which of the following is a heterogeneous mixture?,Sand and water,Salt solution,Sugar solution,Air,Sand and water
Which of the following is shiny?,Gold,Rubber,Wood,Plastic,Gold
Which of the following is rough?,Sand,Rubber,Glass,Gold,Sand
Which of the following is smooth?,Glass,Sand,Rubber,Wood,Glass
Which of the following is flexible?,Rubber,Stone,Glass,Iron,Rubber
Which of the following is hard?,Iron,Plastic,Rubber,Wood,Iron
Which of the following is soft?,Cotton,Iron,Stone,Glass,Cotton
Which of the following is soluble in water?,Salt,Oil,Stone,Plastic,Salt
Which of the following is insoluble in water?,Oil,Salt,Sugar,Milk,Oil
Which of the following is biodegradable?,Wood,Plastic,Glass,Iron,Wood
Which of the following is non-biodegradable?,Plastic,Wood,Paper,Food scraps,Plastic
Which of the following is used to make windows?,Glass,Iron,Wood,Rubber,Glass
Which of the following is used to make doors?,Wood,Glass,Rubber,Plastic,Wood
Which of the following is used to make coins?,Copper,Wood,Rubber,Plastic,Copper
Which of the following is soft and absorbent?,Cotton,Iron,Plastic,Glass,Cotton
Which of the following is used to make jewellery?,Gold,Wood,Plastic,Rubber,Gold
Which of the following is used to make statues?,Stone,Plastic,Rubber,Wood,Stone
Which of the following is used to make wires?,Copper,Plastic,Rubber,Wood,Copper
Which of the following is a fluid?,Water,Stone,Iron,Wood,Water
Which of the following is solid?,Iron,Air,Water,Milk,Iron
Which of the following is a liquid?,Milk,Iron,Stone,Glass,Milk
Which of the following is malleable and ductile?,Aluminium,Glass,Wood,Rubber,Aluminium
Which of the following is brittle and non-conductive?,Glass,Iron,Copper,Aluminium,Glass
Which of the following is a natural non-metal?,Sulphur,Plastic,Glass,Iron,Sulphur
Which of the following is a conductor of heat?,Copper,Wood,Rubber,Plastic,Copper
Which of the following is used to make insulation?,Rubber,Iron,Aluminium,Glass,Rubber
