Question,Option A,Option B,Option C,Option D,Correct Answer
Materials can be sorted based on?,Colour,Texture,Property,All of these,All of these
Which property is used to separate magnetic materials?,Magnetism,Colour,Size,Shape,Magnetism
Which material floats on water?,Wood,Iron,Stone,Glass,Wood
Which material sinks in water?,Stone,Wood,Plastic,Oil,Stone
Materials can be sorted into?,Solids,Liquids,Gases,All of these,All of these
Which of these is transparent?,Glass,Wood,Iron,Stone,Glass
Which of these is opaque?,Wood,Glass,Water,Plastic,Wood
Which material is flexible?,Rubber,Stone,Glass,Iron,Rubber
Which of these is hard?,Stone,Plastic,Rubber,Cloth,Stone
Which material is soft?,Cotton,Stone,Iron,Glass,Cotton
Which of these is magnetic?,Iron,Wood,Plastic,Glass,Iron
Which of these is non-magnetic?,Wood,Iron,Cobalt,Nickel,Wood
Which property tells if a material can bend?,Flexibility,Hardness,Solubility,Magnetism,Flexibility
Which property tells if a material can scratch another?,Hardness,Flexibility,Magnetism,Colour,Hardness
Which of these is elastic?,Rubber,Stone,Glass,Iron,Rubber
Which of these is brittle?,Glass,Rubber,Cloth,Plastic,Glass
Which of these is shiny?,Metal,Wood,Plastic,Cloth,Metal
Which of these is dull?,Wood,Metal,Glass,Silver,Wood
Which property is used to group liquids?,Viscosity,Hardness,Colour,Flexibility,Viscosity
Which property is used to group solids?,Hardness,Flexibility,Transparency,Viscosity,Hardness
Which property is used to separate sand from water?,Filtration,Magnetism,Floating,Flexibility,Filtration
Which property is used to separate sugar from water?,Evaporation,Magnetism,Filtration,Hardness,Evaporation
Which property is used to separate iron from sand?,Magnetism,Filtration,Evaporation,Hardness,Magnetism
Which material is transparent?,Water,Stone,Wood,Iron,Water
Which material is translucent?,Butter paper,Glass,Wood,Iron,Butter paper
Which material is opaque?,Brick,Glass,Plastic,Water,Brick
Which material is hard?,Marble,Plastic,Rubber,Cotton,Marble
Which material is soft?,Wool,Stone,Iron,Glass,Wool
Which material is flexible?,Rubber,Stone,Marble,Brick,Rubber
Which material is brittle?,Glass,Rubber,Cotton,Wood,Glass
Which material is elastic?,Spring,Stone,Brick,Glass,Spring
Which material floats on water?,Cork,Iron,Stone,Brick,Cork
Which material sinks in water?,Iron,Cork,Wood,Plastic,Iron
Which property helps to identify metals?,Shiny,Soft,Brittle,Flexible,Shiny
Which property helps to identify non-metals?,Dull,Shiny,Hard,Elastic,Dull
Which of these is magnetic?,Nickel,Wood,Plastic,Cotton,Nickel
Which of these is non-magnetic?,Wood,Iron,Cobalt,Nickel,Wood
Which of these is hard?,Marble,Rubber,Cotton,Plastic,Marble
Which of these is soft?,Wool,Marble,Stone,Iron,Wool
Which of these is flexible?,Rubber,Stone,Brick,Marble,Rubber
Which of these is brittle?,Glass,Rubber,Plastic,Cloth,Glass
Which of these is elastic?,Spring,Wood,Stone,Brick,Spring
Which material is used for windows?,Glass,Stone,Wood,Iron,Glass
Which material is used for doors?,Wood,Glass,Plastic,Rubber,Wood
Which material is used for wires?,Copper,Wood,Stone,Plastic,Copper
Which material is used for pipes?,Plastic,Glass,Wood,Stone,Plastic
Which property is used to separate materials in mixtures?,Physical property,Chemical property,Colour,Shape,Physical property
Which property is used to identify liquids?,Flow,Hardness,Flexibility,Magnetism,Flow
Which property is used to identify gases?,Compressibility,Hardness,Flexibility,Shininess,Compressibility
Which of these is metallic?,Aluminium,Wood,Plastic,Rubber,Aluminium
Which of these is non-metallic?,Plastic,Iron,Aluminium,Nickel,Plastic
Which material is used for making clothes?,Cotton,Iron,Glass,Stone,Cotton
Which material is used for making utensils?,Metal,Wood,Plastic,Rubber,Metal
