Question,Option A,Option B,Option C,Option D,Correct Answer
Which fibre is obtained from the stem of a plant?,Cotton,Jute,Wool,Silk,Jute
Which fibre is obtained from the hair of animals?,Cotton,Silk,Wool,Jute,Wool
Silk fibre is obtained from?,Cotton plant,Silkworm,Sheep,Camel,Silkworm
Which of the following is a synthetic fibre?,Cotton,Wool,Nylon,Silk,Nylon
Which fibre is known for being very light and strong?,Jute,Cotton,Nylon,Wool,Nylon
Which natural fibre is obtained from seeds of cotton plant?,Cotton,Wool,Silk,Jute,Cotton
Which fibre is obtained from the cocoon?,Wool,Silk,Cotton,Nylon,Silk
Which fibre is used to make gunny bags?,Jute,Cotton,Wool,Silk,Jute
Which of the following is NOT a natural fibre?,Cotton,Silk,Nylon,Wool,Nylon
Which animal gives us wool?,Sheep,Silkworm,Hen,Cow,Sheep
Which stage of silkworm produces silk thread?,Larva,Pupa,Adult egg,Adult moth,Pupa
Which fibre is obtained from flax plant?,Cotton,Linen,Jute,Wool,Linen
Which fibre is made from petrochemicals?,Cotton,Wool,Nylon,Silk,Nylon
Which natural fibre keeps us warm in winter?,Cotton,Wool,Jute,Silk,Wool
Which fibre is most suitable for making ropes?,Silk,Jute,Cotton,Wool,Jute
Which fibre absorbs sweat easily?,Cotton,Nylon,Silk,Wool,Cotton
Which fibre is used for making parachutes?,Cotton,Nylon,Jute,Wool,Nylon
Which fibre is obtained from animals like camel and yak?,Cotton,Wool,Silk,Nylon,Wool
Which fibre is produced by rearing silkworms?,Cotton,Silk,Wool,Jute,Silk
Which fibre is strongest among the following?,Cotton,Wool,Nylon,Jute,Nylon
Which plant fibre is used to make mats and bags?,Cotton,Jute,Wool,Silk,Jute
Which fibre is smooth and shiny?,Cotton,Silk,Wool,Jute,Silk
Which fibre is obtained from the fruit of cotton plant?,Cotton,Wool,Silk,Jute,Cotton
Which fibre is most suitable for summer clothes?,Cotton,Wool,Nylon,Silk,Cotton
Which fibre is artificial but not synthetic?,Nylon,Polyester,Rayon,Cotton,Rayon
Which fibre is obtained from sheep fleece?,Cotton,Wool,Silk,Jute,Wool
Which of the following is a synthetic fabric?,Cotton cloth,Woollen shawl,Nylon jacket,Silk saree,Nylon jacket
Which fibre is made by chemical processing of wood pulp?,Rayon,Nylon,Wool,Silk,Rayon
Which fibre does not allow air to pass easily?,Cotton,Wool,Nylon,Silk,Nylon
Which fibre is obtained from bark of jute plant?,Jute,Cotton,Wool,Silk,Jute
Which fibre is used to make fishing nets?,Cotton,Jute,Nylon,Wool,Nylon
Which fibre is biodegradable?,Nylon,Polyester,Cotton,Acrylic,Cotton
Which fibre is obtained from plants?,Cotton,Nylon,Polyester,Acrylic,Cotton
Which fibre is resistant to wrinkles?,Cotton,Wool,Nylon,Silk,Nylon
Which fibre is obtained from silkworm cocoon?,Cotton,Silk,Wool,Jute,Silk
Which fibre is obtained from sheep?,Cotton,Wool,Silk,Nylon,Wool
Which fibre is not absorbent?,Cotton,Wool,Nylon,Silk,Nylon
Which fibre is most suitable for making curtains?,Cotton,Nylon,Silk,Wool,Nylon
Which fibre burns and smells like burning hair?,Wool,Cotton,Nylon,Rayon,Wool
Which fibre is obtained from jute plant?,Jute,Cotton,Silk,Wool,Jute
Which fibre is obtained from cotton plant?,Cotton,Wool,Silk,Jute,Cotton
Which fibre is synthetic and very durable?,Cotton,Silk,Nylon,Wool,Nylon
Which fibre is known as artificial silk?,Rayon,Nylon,Cotton,Wool,Rayon
Which fibre is used in making sweaters?,Cotton,Nylon,Wool,Silk,Wool
Which fibre is shiny and smooth in texture?,Cotton,Silk,Jute,Wool,Silk
Which fibre is made from coal, water, and air?,Nylon,Cotton,Silk,Wool,Nylon
Which fibre does not wrinkle easily?,Cotton,Wool,Nylon,Silk,Nylon
Which fibre is obtained from plant stems?,Jute,Cotton,Silk,Wool,Jute
Which fibre is obtained from animals?,Wool,Cotton,Jute,Nylon,Wool
