Question,Answer
Water is essential for all ______.,living beings
The chemical formula of water is ______.,H2O
Water is found in ______,rivers, and oceans.,lakes
Water exists in three states: solid, liquid, and ______.,gas
Water in rivers and lakes is called ______ water.,fresh
Sea water contains ______, so it is not drinkable.,salt
Ice is the ______ form of water.,solid
Water vapour is the ______ form of water.,gaseous
Melting is the change of solid water into ______.,liquid
Freezing is the change of liquid water into ______.,solid
Evaporation is the change of water into ______.,vapour
Condensation is the change of vapour into ______.,liquid
Rain is formed due to ______ of water vapour.,condensation
Clouds are made of tiny ______ of water.,droplets
Water is used for drinking, cooking, and ______.,cleaning
Plants absorb water through their ______.,roots
Water is important for ______ in animals.,digestion
Boiling water produces ______.,steam
A river flows into the ______.,sea
Water helps in maintaining ______ of the body.,temperature
Water is a good ______.,solvent
Water helps in transportation of ______ in plants.,minerals
Water is needed for washing and ______.,bathing
Water can dissolve many ______.,substances
Dew is formed due to ______.,condensation
Rainwater can be collected in ______.,tanks
The water cycle includes evaporation, condensation, and ______.,precipitation
Glaciers are ______ form of water.,frozen
Icebergs float on the ______.,sea
Water covers about ______ percent of Earth’s surface.,70
Boiling point of water is ______ degree Celsius.,100
Freezing point of water is ______ degree Celsius.,0
Steam can be collected and cooled to get ______ water.,fresh
Water pollution makes water ______.,unsafe
Drinking polluted water can cause ______.,diseases
Water is needed for growing ______.,plants
Water helps in ______ of animals.,survival
Water helps in ______ of crops.,irrigation
Water is transparent and ______.,colourless
Rivers, lakes, and ponds are examples of ______ water bodies.,fresh
Oceans are examples of ______ water bodies.,salt
Water flows from higher to ______ places.,lower
Water changes from liquid to gas by ______.,heating
Clouds release water as ______.,rain
Water is important for ______ production.,food
Water is a natural ______.,resource
Ice melts to form ______.,water
Condensation occurs when water vapour ______.,cools
Rainwater helps in filling ______ and wells.,groundwater
Water supports ______ like fish.,aquatic life
