Question,Answer
Water is essential for all ___. ,living things
Water covers about ___ of the Earth's surface.,71%
The three states of water are solid, liquid, and ___. ,gas
Ice is the ___ form of water.,solid
Water vapour is the ___ form of water.,gaseous
The process of water changing into vapour is called ___. ,evaporation
The process of vapour changing into water is called ___. ,condensation
The process of water changing from liquid to solid is called ___. ,freezing
The process of ice changing into water is called ___. ,melting
Water in lakes and rivers evaporates due to ___. ,sunlight
Clouds are formed by the process of ___. ,condensation
The continuous movement of water on Earth is called the ___ cycle.,water
Rainwater contains dissolved ___. ,minerals
The layer of water underground is called ___.,groundwater
Water from underground sources is brought up using ___. ,wells
The water table is the upper surface of ___ water.,ground
Rainwater harvesting helps in conserving ___. ,water
Desalination is the process of removing ___ from seawater.,salt
Distillation can also be used to purify ___. ,water
Water is a ___ solvent.,universal
Boiling water kills harmful ___. ,microbes
Ice floats on water because it is less ___. ,dense
Melting ice absorbs ___ from the surroundings.,heat
Condensation releases ___ to the surroundings.,heat
Water is important for transportation of ___ in animals.,nutrients
Plants absorb water through their ___.,roots
Stomata in leaves help in ___ of water.,transpiration
Water helps in regulating ___ in the body.,temperature
Seawater is not suitable for drinking because it contains too much ___. ,salt
Rainwater is generally ___ and soft.,pure
Hard water contains dissolved ___.,minerals
Water is used in industries, agriculture, and ___. ,households
Water can be converted into ice by lowering the ___. ,temperature
Water vapour in the air forms dew by ___. ,condensation
Water helps in the process of ___ and digestion.,circulation
The water cycle involves evaporation, condensation, and ___. ,precipitation
Springs and rivers are sources of ___ water.,fresh
Polluted water contains harmful ___. ,substances
Boiling water kills most ___.,bacteria
The process of water seeping into the soil is called ___. ,infiltration
Clouds release water as ___.,rain
Glaciers store water in ___ form.,solid
Water is required for growing ___.,plants
Water has no ___ of its own.,shape
Water takes the shape of the ___ it is in.,container
Water in oceans and seas is called ___ water.,salt
The availability of clean water is called ___. ,water security
Water helps in the generation of ___ power.,hydroelectric
