Question,Answer
A change in which a new substance is formed is called a ___ change.,chemical
A change in which no new substance is formed is called a ___ change.,physical
Melting of ice into water is a ___ change.,physical
Burning of paper is a ___ change.,chemical
Changes that can be reversed are called ___ changes.,reversible
Changes that cannot be reversed are called ___ changes.,irreversible
Rusting of iron is a ___ change.,chemical
Freezing of water into ice is a ___ change.,physical
The change of water into vapour is called ___.,evaporation
The change of vapour into water is called ___.,condensation
Expansion occurs when substances are ___.,heated
Contraction occurs when substances are ___.,cooled
When a candle burns, both ___ and chemical changes occur.,physical
Cutting of paper is a ___ change.,physical
Cooking of food is a ___ change.,chemical
The change in shape of clay is a ___ change.,physical
Ripening of fruits is a ___ change.,chemical
Formation of curd from milk is a ___ change.,chemical
Dissolving sugar in water is a ___ change.,physical
Rust is formed when iron reacts with ___ and oxygen.,water
The bending of a metal wire is a ___ change.,physical
The formation of new substances indicates a ___ change.,chemical
Melting of wax is a ___ change.,physical
Burning of wood produces ___.,ash
Changes caused by heating and cooling are usually ___.,physical
The change in size of objects due to heat is called ___.,expansion
Changes that are useful to us are called ___ changes.,desirable
Changes that harm us are called ___ changes.,undesirable
The growth of a plant is a ___ change.,irreversible
The setting of cement is an ___ change.,irreversible
Boiling of water is a ___ change.,physical
The formation of clouds involves ___.,condensation
The change of solid directly into gas is called ___.,sublimation
Camphor changes into vapour by ___.,sublimation
Changes that take a long time are called ___ changes.,slow
Changes that happen quickly are called ___ changes.,fast
Stretching of a rubber band is a ___ change.,physical
Tearing of paper is an ___ change.,irreversible
Burning of coal releases ___.,heat
Cooling causes materials to ___.,contract
When iron rusts, a ___ substance is formed.,new
Changes around us help us understand ___.,nature
Melting of butter on heating is a ___ change.,physical
Baking of cake is a ___ change.,chemical
The change of state from liquid to solid is called ___.,freezing
Changes that happen periodically are called ___ changes.,periodic
Day and night are examples of ___ changes.,periodic
The change in colour during rusting shows a ___ change.,chemical
Freezing and melting are ___ changes.,reversible
