Question,Answer
Carbohydrates give us ______.,energy
Proteins help in ______ growth.,body
Fats provide ______ for the body.,energy
Vitamins help in keeping our body ______.,healthy
Minerals are needed for ______ functions.,body
Water is essential for all ______ processes.,life
Rice and wheat are rich in ______.,carbohydrates
Meat and eggs are rich in ______.,protein
Butter and oil are rich in ______.,fats
Oranges and lemons provide ______.,vitamin C
Milk and cheese provide ______.,calcium
Green leafy vegetables are rich in ______.,iron
Sunlight helps the body make ______.,vitamin D
Carrots are rich in ______.,vitamin A
Fruits contain natural ______.,sugars
Protein helps in ______ repair.,tissue
Fats are stored under the ______.,skin
Water helps in regulating ______.,body temperature
Iron is important for making ______.,hemoglobin
Calcium helps in building strong ______.,bones
Vitamin D is important for ______ health.,bone
Vitamin A is good for ______.,eyesight
Vitamin C helps in ______ healing.,wound
Proteins are made up of ______.,amino acids
Fiber helps in ______.,digestion
Food provides ______ for our body.,energy
Meat is a source of ______.,protein
Pulses are rich in ______.,protein
Vegetables provide ______.,minerals
Fruits are rich in ______.,vitamins
Milk helps in strengthening ______.,bones
Butter gives us ______.,energy
Fats are needed for ______.,growth
Proteins help in ______ development.,muscles
Carbohydrates are stored in the body as ______.,glycogen
Vitamins are required in ______ amounts.,small
Minerals are required in ______ amounts.,small
Water helps in removing ______ from the body.,waste
Food that provides all nutrients in correct amounts is called ______.,balanced diet
Proteins help in making ______.,enzymes
Carbohydrates are the main source of ______.,energy
Fats protect ______ organs.,internal
Iron is found in ______ vegetables.,green leafy
Vitamin C is found in ______ fruits.,citrus
Calcium is found in ______ products.,milk
Fiber is found in ______ and vegetables.,fruits
Excess fats can lead to ______.,obesity
Protein deficiency causes ______.,weak muscles
Lack of vitamin C causes ______.,scurvy
Lack of vitamin D causes ______.,rickets
Water is needed for ______ transportation in the body.,nutrient
