Question,Answer
Living organisms live in their ______.,habitat
A habitat provides ______,shelter and food.,living organisms
Forests, deserts, and oceans are examples of ______.,habitats
Animals that live in water are called ______ animals.,aquatic
Animals that live on land are called ______ animals.,terrestrial
Plants and animals together form a ______.,community
The non-living parts of habitat are called ______.,abiotic components
Sunlight, water, air, and soil are ______ components.,abiotic
All living things need ______ to survive.,food
Animals that eat plants are called ______.,herbivores
Animals that eat other animals are called ______.,carnivores
Animals that eat both plants and animals are called ______.,omnivores
The place where an organism lives and reproduces is called its ______.,habitat
Forests are home to many ______.,plants and animals
Deserts have very little ______.,water
Polar regions are very ______.,cold
Oceans are ______ habitats.,aquatic
Rivers provide ______ for fish.,freshwater
The Arctic has ______ animals like polar bears.,cold-adapted
Some plants grow in deserts to store ______.,water
Mangroves grow in ______ water.,brackish
Animals adapt to ______ conditions of their habitat.,environmental
A camel has ______ to survive in desert.,humps
Fishes have ______ to breathe in water.,gills
Birds have ______ to fly.,wings
The environment includes both living and ______ things.,non-living
Animals depend on ______ for survival.,plants
Trees provide ______ for animals.,shelter
Bees and flowers have a ______ relationship.,mutual
Decomposers like fungi break down ______.,dead organisms
Soil provides ______ for plants.,nutrients
Oceans are home to ______ animals.,marine
Many birds migrate to find ______.,food
Animals protect themselves using ______.,adaptations
A frog lives both in water and on ______.,land
Plants depend on ______ to grow.,sunlight
Animals depend on ______ for oxygen.,plants
Habitats can change due to ______.,human activity
Deforestation destroys the ______ of animals.,habitat
Polar bears live in the ______.,Arctic
Desert foxes are adapted to ______ conditions.,hot
Some plants have thick ______ to reduce water loss.,leaves
Mangroves have ______ roots.,aerial
Wetlands are rich in ______.,biodiversity
Human activities can ______ habitats.,destroy
Pollution affects both living and ______ things.,non-living
The Amazon rainforest is a ______ habitat.,tropical
Adaptation helps organisms ______ in their environment.,survive
All organisms are ______ of nature.,part
The study of interactions among organisms is called ______.,ecology
