Question,Answer
The part of the plant that grows below the ground is called the ___.,root
The part of the plant that bears leaves, flowers, and fruits is called the ___.,stem
The flat green part of a plant is called a ___.,leaf
The process by which plants make their own food is called ___.,photosynthesis
Leaves contain a green pigment called ___.,chlorophyll
The main function of roots is to absorb ___ and minerals.,water
The root system with a main root is called ___ root system.,tap
The root system without a main root is called ___ root system.,fibrous
The part of the flower that develops into fruit is called the ___.,ovary
The male reproductive part of a flower is called the ___.,stamen
The female reproductive part of a flower is called the ___.,pistil
The colourful part of the flower that attracts insects is called ___.,petals
The green leaf-like parts at the base of a flower are called ___.,sepals
The process of transfer of pollen from anther to stigma is called ___.,pollination
The process of fusion of male and female gametes is called ___.,fertilization
The veins in leaves help in the transport of ___.,water
The broad part of the leaf is called the ___.,lamina
The tiny openings on leaves are called ___.,stomata
Plants that live for more than two years are called ___.,perennials
Plants that complete their life cycle in one season are called ___.,annuals
Plants with soft green stems are called ___.,herbs
Plants with woody stems and branches are called ___.,shrubs
Tall plants with thick woody stems are called ___.,trees
Creepers have weak stems and grow along the ___.,ground
Climbers need ___ for support.,support
The main function of stem is to transport ___.,water
The food prepared in leaves is transported to other parts through ___.,phloem
Water and minerals are transported from roots through ___.,xylem
The process of losing excess water from leaves is called ___.,transpiration
The process of taking in carbon dioxide and releasing oxygen is called ___.,respiration
The food is stored in roots like ___.,carrot
Potato is a modified ___.,stem
The seed develops into a ___.,plant
The baby plant inside the seed is called the ___.,embryo
Seeds need water, air, and ___ to germinate.,warmth
The outer covering of seed is called ___.,seed coat
The leaf veins form a pattern called ___.,venation
Parallel venation is found in ___ plants.,monocot
Reticulate venation is found in ___ plants.,dicot
The main function of flowers is ___.,reproduction
Plants make food in the presence of ___.,sunlight
The opening and closing of flowers is an example of ___ movement.,nastic
The shoot system includes stem, leaves, ___ and fruits.,flowers
Roots help in ___ the plant in the soil.,anchoring
The part of the flower that produces pollen grains is called ___.,anther
The stigma is a ___ part of the pistil.,sticky
Pollination can be carried out by wind, water, and ___.,insects
Fruits protect the ___.,seeds
The arrangement of leaves on a stem is called ___.,phyllotaxy
