Question,Answer
Objects are made of different ______.,materials
Materials can be sorted into different ______.,groups
Wood is obtained from ______.,trees
Iron is a type of ______.,metal
Plastic is a ______ material.,synthetic
Glass is usually ______.,transparent
Rubber is ______.,flexible
Stone is a ______ material.,hard
Paper is made from ______.,wood pulp
Materials that allow light to pass through are called ______.,transparent
Materials that do not allow light to pass are called ______.,opaque
Materials that allow some light to pass are called ______.,translucent
Metals are usually ______ and shiny.,hard
Materials that can float on water are ______.,lighter
Materials that sink in water are ______.,heavier
Objects that dissolve in water are called ______.,soluble
Salt is ______ in water.,soluble
Sand is ______ in water.,insoluble
Sugar is ______ in water.,soluble
Oil is ______ in water.,insoluble
Iron is attracted by ______.,magnets
Copper is a good conductor of ______.,electricity
Wood is a poor conductor of ______.,heat
Plastic is a poor conductor of ______.,electricity
Metals can be beaten into sheets called ______.,foils
The property of being hard or soft is called ______.,hardness
Materials can be classified based on their ______.,properties
Rubber can be stretched easily, so it is ______.,elastic
Glass is ______ and can break easily.,brittle
Materials that are attracted by magnets are called ______.,magnetic
Iron, nickel and cobalt are ______ materials.,magnetic
Objects made of metal have ______.,lustre
Lustre means ______.,shine
Cotton cloth is ______ to touch.,soft
Wood is ______ than cotton.,harder
Some materials are ______ in water.,soluble
Some materials float because they are ______.,light
Metals are good conductors of ______.,heat
Plastics are ______ conductors of electricity.,poor
Objects that float have ______ density.,less
Objects that sink have ______ density.,more
Transparent materials allow ______ to pass.,light
Translucent materials allow ______ light to pass.,some
Opaque materials do not allow ______ to pass.,light
Glass windows are ______.,transparent
Wooden doors are ______.,opaque
Butter paper is ______.,translucent
Materials can be grouped by ______.,similar properties
Sorting helps us to study materials ______.,easily
