Question,Answer
Light helps us to ______ things.,see
The source of natural light is the ______.,Sun
A candle gives ______ light.,artificial
Objects that do not allow light to pass are called ______.,opaque
Objects that allow some light to pass are called ______.,translucent
Objects that allow light to pass completely are called ______.,transparent
Shadows are formed when light is ______.,blocked
The dark shape formed behind an object is called a ______.,shadow
The size of a shadow changes with the ______ of the object.,distance from light
A mirror reflects ______.,light
The image formed by a plane mirror is ______.,virtual
Plane mirrors form images that are of the same ______ as the object.,size
The image in a mirror appears at the same ______ as the object.,distance
Concave mirrors are ______ inside.,curved
Convex mirrors are ______ outside.,curved
A torch is a source of ______ light.,artificial
Sunlight passes through a ______ to form a rainbow.,prism
Reflection of light helps us to see ______ behind us.,objects
Light travels in a ______ line.,straight
Objects that block light completely are called ______.,opaque
Glass is a ______ material.,transparent
Thin paper is ______.,translucent
Shadows are ______ when the object is closer to the screen.,larger
Shadows are ______ when the object is farther from the screen.,smaller
A mirror can change the ______ of an object.,direction
The surface that reflects light well is called ______.,shiny
A plane mirror is ______.,flat
Concave mirrors can make objects appear ______.,bigger
Convex mirrors can make objects appear ______.,smaller
Shadows are formed on a ______.,screen
Light from the Sun takes ______ to reach Earth.,8 minutes
The colour of light can be separated using a ______.,prism
Objects form shadows because light ______ them.,cannot pass through
Reflection occurs when light ______ off a surface.,bounces
A mirror shows a ______ image.,virtual
Light cannot pass through a ______ wall.,solid
Transparent objects allow ______ to pass through.,light
Translucent objects allow ______ light to pass through.,some
Opaque objects do not allow ______ to pass.,light
The path of light is called a ______.,ray
A periscope uses ______ to see objects.,mirrors
A shadow changes shape with the ______ of the light source.,position
Mirror images are laterally ______.,inverted
Concave mirrors can focus ______.,light
Convex mirrors ______ light.,diverge
The shiny surface of water can also act as a ______.,mirror
Reflected light helps in ______.,seeing
We use mirrors in ______ and vehicles.,rear view
