Question,Answer
The change in position of an object is called ___. ,motion
An object is said to be at rest if it does not ___. ,move
The point from which motion is observed is called the ___. ,reference point
Distance is the total path covered by an object, irrespective of ___. ,direction
Displacement is the shortest distance between initial and ___ positions.,final
The SI unit of distance is ___. ,metre
The SI unit of time is ___. ,second
Speed is the distance travelled by an object per unit ___. ,time
Uniform motion is motion in which an object covers equal distances in ___. ,equal intervals of time
Non-uniform motion is motion in which an object covers unequal distances in ___. ,equal intervals of time
Speed = distance / ___. ,time
The speed of a moving object can be measured using a ___. ,speedometer
Motion can be described by distance, displacement, speed, and ___. ,direction
A car moving along a straight road at a constant speed is an example of ___ motion.,uniform
A car moving in traffic with varying speed shows ___ motion.,non-uniform
A meter scale is used to measure ___. ,length
A measuring tape is used to measure longer ___. ,distances
The odometer in a car measures ___. ,distance
The kilometre is equal to ___ metres.,1000
1 kilometre = ___ centimetres.,100000
A moving bicycle covers 20 metres in 4 seconds. Its speed is ___ m/s.,5
The SI unit of speed is ___. ,metre per second
The distance-time graph for uniform motion is a ___ line.,straight
The slope of a distance-time graph gives the ___. ,speed
Displacement has both magnitude and ___. ,direction
The motion of a car around a circular track is an example of ___ motion.,circular
The distance covered by a runner in one round of the track is the ___. ,circumference
A person walking from point A to B along a straight line has the same distance and ___. ,displacement
An object moving with changing speed has ___ motion.,non-uniform
The motion of the hands of a clock is ___ motion.,circular
A train moving at constant speed has ___ motion.,uniform
A moving bus covering 50 km in 1 hour has a speed of ___ km/h.,50
The difference between initial and final position of an object is called ___. ,displacement
Distance is a ___ quantity.,scalar
Displacement is a ___ quantity.,vector
The speedometer of a car shows its ___.,instantaneous speed
Average speed = total distance / ___. ,total time
Walking 10 m north and then 10 m south results in zero ___. ,displacement
Running around a circular track ends with zero ___.,displacement
A person jogging at 6 km/h for 2 hours covers a distance of ___ km.,12
The speed of a moving object can vary from ___. ,time to time
Motion is described relative to a ___ point.,reference
Distance covered in a certain direction is called ___. ,displacement
To measure short distances we use a ___.,ruler
To measure longer distances we use a ___.,measuring tape
Speed can be expressed in km/h, m/s, or ___. ,cm/s
A fast-moving train covers ___ than a slow-moving train.,more distance
The distance travelled by an object can be measured using an ___.,odometer
The motion of planets around the sun is called ___ motion.,revolution
A stationary object has zero ___. ,displacement
