Question,Answer
Garbage is another word for ___. ,waste
The improper disposal of waste leads to ___.,pollution
Biodegradable waste can be broken down by ___.,microorganisms
Non-biodegradable waste does not ___ easily.,decompose
Plastic is an example of ___ waste.,non-biodegradable
Food scraps and leaves are ___ waste.,biodegradable
Recycling helps in ___ natural resources.,saving
Composting converts biodegradable waste into ___. ,fertilizer
E-waste is waste from ___ devices.,electronic
The dumping of waste in rivers causes ___.,water pollution
Garbage should be disposed of in ___ containers.,proper
Segregation of waste helps in proper ___.,management
The process of converting waste into useful products is called ___. ,recycling
Incineration is the process of ___ waste by burning.,destroying
Landfills are areas where ___ waste is buried.,solid
Hazardous waste can harm ___ and the environment.,health
Paper, glass, and metals can be ___.,recycled
Plastics take a long time to ___. ,decompose
Segregation involves separating waste into dry and ___.,wet
Electronic waste contains harmful ___. ,chemicals
Composting produces ___ for plants.,nutrients
Food waste can attract ___. ,pests
Throwing garbage on roads causes ___ pollution.,land
Used batteries are ___ waste.,hazardous
E-waste should be collected and sent to ___ centres.,recycling
Biodegradable waste produces ___ gas if buried improperly.,methane
Segregated waste is ___ to handle and recycle.,easier
Incineration reduces the ___ of garbage.,volume
Plastic waste can clog ___ and drains.,sewers
Organic waste can be used to make ___.,biogas
Recycling helps reduce the need for ___ materials.,raw
Segregation reduces ___ pollution.,environmental
Garbage in rivers kills ___.,aquatic life
Non-biodegradable waste should not be ___.,burned carelessly
Compost pits are used for ___ waste.,biodegradable
Waste should be reduced, reused, and ___.,recycled
Segregation helps in proper ___ of resources.,recovery
Recycling metals saves ___ energy.,natural
Plastic bags should be replaced with ___ bags.,cloth or jute
Throwing e-waste in dustbins causes soil ___. ,contamination
Segregation of hospital waste prevents ___.,diseases
Bio-gas is produced from ___ waste.,organic
Compost improves the ___ of soil.,fertility
Recycling glass reduces ___ consumption.,sand
Proper waste disposal prevents ___ of diseases.,spread
Segregation is the first step in ___ waste management.,effective
Paper waste can be converted into ___. ,recycled sheets
Plastics in landfills take hundreds of ___ to decompose.,years
Segregating wet and dry waste helps in ___ disposal.,efficient
Hazardous waste should be handled with ___.,care
Awareness about waste management helps in ___ the environment.,protecting
