Question,Answer
Plants have different ______.,parts
The part of the plant that grows under the soil is the ______.,root
The part of the plant that grows above the soil is the ______.,shoot
Roots help in absorbing ______ from the soil.,water
Roots help in holding the plant firmly in the ______.,soil
The stem supports the ______.,plant
Leaves prepare food for the plant by ______.,photosynthesis
The green colour in leaves is due to ______.,chlorophyll
Flowers are the ______ parts of a plant.,reproductive
Fruits develop from ______.,flowers
Seeds grow into new ______.,plants
The flat part of the leaf is called the ______.,lamina
The central vein of a leaf is called the ______.,midrib
Small branches of veins are called ______.,veins
Plants need ______, water and sunlight to make food.,carbon dioxide
Roots that grow deep into the soil are called ______ roots.,tap
Roots that spread near the surface are called ______ roots.,fibrous
Carrot is a modified ______.,root
Potato is a modified ______.,stem
The process of loss of water from leaves is called ______.,transpiration
Leaves have tiny pores called ______.,stomata
Stomata help in exchange of ______.,gases
Plants breathe through ______.,stomata
The main function of the stem is to ______ water and food.,transport
The stem also bears ______ and flowers.,leaves
The leaf is the main site of ______.,photosynthesis
Plants that have soft stems are called ______.,herbs
Plants that have hard woody stems are called ______.,trees
Plants with weak stems that need support are called ______.,climbers
Plants with weak stems that spread on the ground are called ______.,creepers
The green pigment in plants helps in ______.,photosynthesis
Roots absorb water along with ______.,minerals
The food prepared by leaves is transported to other parts by the ______.,stem
Flowers attract insects for ______.,pollination
The male part of the flower is called ______.,stamen
The female part of the flower is called ______.,pistil
The swollen part of pistil is called ______.,ovary
Seeds are formed from ______.,ovules
The seed contains a baby ______.,plant
Germination is the process by which a seed grows into a ______.,plant
The part of seed that stores food is called ______.,cotyledon
The tiny shoot in a seed is called ______.,plumule
The tiny root in a seed is called ______.,radicle
Plants need ______ to grow.,water
Leaves help in ______ of water.,transpiration
The stem gives ______ to the plant.,support
Roots grow towards ______.,water
Plants are living ______.,organisms
