Question,Answer
The process of separating components of a mixture is called ______.,separation
Handpicking is used to separate ______ impurities.,large
Winnowing is used to separate ______ from grain.,chaff
Sieving is used to separate ______ sized particles.,different
Filtration is used to separate insoluble solids from ______.,liquids
Evaporation is used to separate ______ from water.,salt
Condensation changes water vapour into ______.,liquid water
Sedimentation is the process where heavy particles ______.,settle down
Decantation is used to separate liquid from ______.,sediment
The process of dissolving a substance in water is called ______.,solution formation
Salt dissolves in ______.,water
Sand is ______ in water.,insoluble
The substance that dissolves is called ______.,solute
The liquid in which a solute dissolves is called ______.,solvent
A mixture of solute and solvent is called ______.,solution
Sugar solution is a ______ mixture.,homogeneous
Oil and water form a ______ mixture.,heterogeneous
Cream is separated from milk by ______.,churning
Butter is obtained from ______.,cream
Threshing is used to separate grains from ______.,stalks
Loading helps in ______ faster.,sedimentation
Alum is used to make particles ______.,heavier
Tea leaves are separated using ______.,strainer
Filtration uses ______ paper.,filter
Evaporation happens faster when the liquid is ______.,heated
Water changes into vapour on ______.,heating
When water vapour cools, it ______.,condenses
The solid that remains after evaporation is called ______.,residue
The clear liquid above the sediment is called ______.,supernatant
Decantation is done after ______.,sedimentation
Sieving is used in ______ sites.,construction
Winnowing uses ______ to separate lighter particles.,wind
Handpicking is useful when impurities are ______.,few
A mixture contains two or more ______.,substances
Pure substances have ______ composition.,fixed
Salt solution is a ______.,mixture
Sand and iron filings can be separated using a ______.,magnet
Magnetic separation is used when one component is ______.,magnetic
Loading makes small particles ______.,heavier
Straining is a type of ______.,filtration
Filtration separates solids from ______.,liquids
Evaporation is used to obtain ______ from seawater.,salt
Separation helps in removing ______.,impurities
Separation helps in obtaining ______ substances.,useful
Separation makes substances ______ to use.,clean
The process of settling down is called ______.,sedimentation
The clear liquid is poured carefully in ______.,decantation
Separation methods depend on the ______ of materials.,properties
